,State,Year,Quarter,Pincode,Transaction_count,Transaction_amount,Transaction_type
5838,Sikkim,2020,2,737136,19239,32007761.35,TOTAL
5839,Sikkim,2020,3,737101,123677,363123445.9,TOTAL
5840,Sikkim,2020,3,737102,59676,148498181.6,TOTAL
5841,Sikkim,2020,3,737134,52215,103125998,TOTAL
5842,Sikkim,2020,3,737132,47333,92166014.71,TOTAL
5843,Sikkim,2020,3,737135,43495,84621036.76,TOTAL
5844,Sikkim,2020,3,737113,35604,84066020.06,TOTAL
5845,Sikkim,2020,3,737126,34340,67249097.62,TOTAL
5846,Sikkim,2020,3,737120,32188,108277311.9,TOTAL
5847,Sikkim,2020,3,737121,29690,47548419.72,TOTAL
5848,Sikkim,2020,3,737103,22543,58794910.05,TOTAL
5849,Sikkim,2020,4,737101,137621,401393359.4,TOTAL
5850,Sikkim,2020,4,737102,74462,206942913.9,TOTAL
5851,Sikkim,2020,4,737134,63754,144436140.5,TOTAL
5852,Sikkim,2020,4,737132,59211,130294975.4,TOTAL
5853,Sikkim,2020,4,737135,57488,127733770.7,TOTAL
5854,Sikkim,2020,4,737120,49743,170500424.6,TOTAL
5855,Sikkim,2020,4,737113,43961,123348464.1,TOTAL
5856,Sikkim,2020,4,737126,40905,101486444.1,TOTAL
5857,Sikkim,2020,4,737121,33882,73139191.14,TOTAL
5858,Sikkim,2020,4,737103,28640,80259744.72,TOTAL
5859,Sikkim,2021,1,737101,230314,651230894.3,TOTAL
5860,Sikkim,2021,1,737102,72036,214023413.3,TOTAL
5861,Sikkim,2021,1,737134,64481,163867637.4,TOTAL
5862,Sikkim,2021,1,737132,59993,137681981.3,TOTAL
5863,Sikkim,2021,1,737135,54828,140060691.1,TOTAL
5864,Sikkim,2021,1,737113,42491,133107495.4,TOTAL
5865,Sikkim,2021,1,737120,40210,141595710.6,TOTAL
5866,Sikkim,2021,1,737126,37841,103228999,TOTAL
5867,Sikkim,2021,1,737136,30655,61822486.7,TOTAL
5868,Sikkim,2021,1,737121,30224,73885821.6,TOTAL
5869,Sikkim,2021,2,737101,297452,724746706.3,TOTAL
5870,Sikkim,2021,2,737102,83039,235934839.1,TOTAL
5871,Sikkim,2021,2,737134,81870,194136137,TOTAL
5872,Sikkim,2021,2,737132,73086,156852034,TOTAL
5873,Sikkim,2021,2,737135,62588,143959959,TOTAL
5874,Sikkim,2021,2,737120,49090,176166209.4,TOTAL
5875,Sikkim,2021,2,737126,45574,109012656.4,TOTAL
5876,Sikkim,2021,2,737113,44882,120520637.6,TOTAL
5877,Sikkim,2021,2,737121,38319,76655631.82,TOTAL
5878,Sikkim,2021,2,737136,35750,66186273.85,TOTAL
5879,Sikkim,2021,3,737101,338734,867802298.6,TOTAL
5880,Sikkim,2021,3,737102,107611,301811282.8,TOTAL
5881,Sikkim,2021,3,737134,98557,239292130.1,TOTAL
5882,Sikkim,2021,3,737132,94310,192316407.6,TOTAL
5883,Sikkim,2021,3,737135,75667,174940398.5,TOTAL
5884,Sikkim,2021,3,737120,59528,222956316,TOTAL
5885,Sikkim,2021,3,737126,56216,137954758.2,TOTAL
5886,Sikkim,2021,3,737113,54713,159430410.4,TOTAL
5887,Sikkim,2021,3,737136,44864,81576523.35,TOTAL
5888,Sikkim,2021,3,737121,41335,92795839.65,TOTAL
5889,Sikkim,2021,4,737101,541997,1401565373,TOTAL
5890,Sikkim,2021,4,737102,138476,387413440.4,TOTAL
5891,Sikkim,2021,4,737132,118733,235216438.1,TOTAL
5892,Sikkim,2021,4,737134,117138,284731076.8,TOTAL
5893,Sikkim,2021,4,737135,89908,222979795.4,TOTAL
5894,Sikkim,2021,4,737120,78184,274703246.7,TOTAL
5895,Sikkim,2021,4,737113,72748,232954032.5,TOTAL
5896,Sikkim,2021,4,737126,71150,192812272.8,TOTAL
5897,Sikkim,2021,4,737136,58616,104773159.4,TOTAL
5898,Sikkim,2021,4,737103,56402,184698962.3,TOTAL
5899,Sikkim,2022,1,737101,572571,1429425946,TOTAL
5900,Sikkim,2022,1,737102,150873,368906458.4,TOTAL
5901,Sikkim,2022,1,737132,144605,277500079.1,TOTAL
5902,Sikkim,2022,1,737134,137930,331402064.2,TOTAL
5903,Sikkim,2022,1,737135,106025,253796966.4,TOTAL
5904,Sikkim,2022,1,737126,81954,208000061.7,TOTAL
5905,Sikkim,2022,1,737113,80419,240985978,TOTAL
5906,Sikkim,2022,1,737136,75513,124929431.7,TOTAL
5907,Sikkim,2022,1,737120,70343,239867347.3,TOTAL
5908,Sikkim,2022,1,737121,56322,138726250.4,TOTAL
5909,Sikkim,2022,2,737101,766826,1908886120,TOTAL
5910,Sikkim,2022,2,737102,209601,530663891.5,TOTAL
5911,Sikkim,2022,2,737132,180548,323305054.2,TOTAL
5912,Sikkim,2022,2,737134,163476,367603629,TOTAL
5913,Sikkim,2022,2,737135,137789,286425187.3,TOTAL
5914,Sikkim,2022,2,737136,119900,163813399,TOTAL
5915,Sikkim,2022,2,737126,106692,254862677.9,TOTAL
5916,Sikkim,2022,2,737113,105494,315132632.1,TOTAL
5917,Sikkim,2022,2,737120,104473,350115653.1,TOTAL
5918,Sikkim,2022,2,737103,77714,237339189.4,TOTAL
5919,Sikkim,2022,3,737101,794044,1639837897,TOTAL
5920,Sikkim,2022,3,737102,220079,502539799.4,TOTAL
5921,Sikkim,2022,3,737132,197652,331337450.5,TOTAL
5922,Sikkim,2022,3,737134,163633,335841461.2,TOTAL
5923,Sikkim,2022,3,737135,149546,295234865.1,TOTAL
5924,Sikkim,2022,3,737126,128076,292427304.7,TOTAL
5925,Sikkim,2022,3,737136,114055,153227044.6,TOTAL
5926,Sikkim,2022,3,737120,111320,356886543.9,TOTAL
5927,Sikkim,2022,3,737113,93501,256543284.5,TOTAL
5928,Sikkim,2022,3,737121,76971,161156891.8,TOTAL
5929,Sikkim,2022,4,737132,828709,1491008376,TOTAL
5930,Sikkim,2022,4,737101,738136,1658113932,TOTAL
5931,Sikkim,2022,4,737102,228431,481473592.9,TOTAL
5932,Sikkim,2022,4,737134,172812,356768812.7,TOTAL
5933,Sikkim,2022,4,737135,160013,304128893.6,TOTAL
5934,Sikkim,2022,4,737126,121174,264761199.2,TOTAL
5935,Sikkim,2022,4,737136,117743,148922707.3,TOTAL
5936,Sikkim,2022,4,737120,116909,340515167.5,TOTAL
5937,Sikkim,2022,4,737113,104360,298706697.7,TOTAL
5938,Sikkim,2022,4,737103,87881,235914155.2,TOTAL
5939,Tamil Nadu,2018,1,600003,2010196,2997847000,TOTAL
5940,Tamil Nadu,2018,1,641001,234992,366145056.6,TOTAL
5941,Tamil Nadu,2018,1,636015,73267,116043494,TOTAL
5942,Tamil Nadu,2018,1,641601,60315,91076373.45,TOTAL
5943,Tamil Nadu,2018,1,600119,57943,105956128.9,TOTAL
5944,Tamil Nadu,2018,1,600097,53815,100986696.1,TOTAL
5945,Tamil Nadu,2018,1,620001,52912,84235946.34,TOTAL
5946,Tamil Nadu,2018,1,635126,51317,82819235.07,TOTAL
5947,Tamil Nadu,2018,1,600042,46219,86200334.83,TOTAL
5948,Tamil Nadu,2018,1,602105,45667,62295253.94,TOTAL
5949,Tamil Nadu,2018,2,600003,2771900,5194488793,TOTAL
5950,Tamil Nadu,2018,2,641001,423901,748183890.4,TOTAL
5951,Tamil Nadu,2018,2,636015,118614,223853090.9,TOTAL
5952,Tamil Nadu,2018,2,641601,104334,199193599.2,TOTAL
5953,Tamil Nadu,2018,2,620001,98831,179371909.8,TOTAL
5954,Tamil Nadu,2018,2,600097,82169,160980530.7,TOTAL
5955,Tamil Nadu,2018,2,635126,80985,172230601,TOTAL
5956,Tamil Nadu,2018,2,600119,78288,157174034.1,TOTAL
5957,Tamil Nadu,2018,2,600016,67050,127959281.9,TOTAL
5958,Tamil Nadu,2018,2,600042,64872,133464170.2,TOTAL
5959,Tamil Nadu,2018,3,600003,4430587,7070098756,TOTAL
5960,Tamil Nadu,2018,3,641001,744052,1050152008,TOTAL
5961,Tamil Nadu,2018,3,636015,163360,273319148.2,TOTAL
5962,Tamil Nadu,2018,3,635126,150005,290338070.2,TOTAL
5963,Tamil Nadu,2018,3,600097,141460,217401146,TOTAL
5964,Tamil Nadu,2018,3,600119,138418,218687635.6,TOTAL
5965,Tamil Nadu,2018,3,641601,135517,254249371.3,TOTAL
5966,Tamil Nadu,2018,3,600130,122218,185321325.5,TOTAL
5967,Tamil Nadu,2018,3,620001,121577,219715880.5,TOTAL
5968,Tamil Nadu,2018,3,600016,115851,190924882.8,TOTAL
5969,Tamil Nadu,2018,4,600003,5539392,10066365923,TOTAL
5970,Tamil Nadu,2018,4,641001,843859,1423056619,TOTAL
5971,Tamil Nadu,2018,4,600097,226430,320761345.4,TOTAL
5972,Tamil Nadu,2018,4,636015,209669,384451489.5,TOTAL
5973,Tamil Nadu,2018,4,600119,208358,319036633.4,TOTAL
5974,Tamil Nadu,2018,4,635126,203970,421419396.3,TOTAL
5975,Tamil Nadu,2018,4,641601,183276,352623543.5,TOTAL
5976,Tamil Nadu,2018,4,602105,165149,247756868.2,TOTAL
5977,Tamil Nadu,2018,4,600100,155543,278569002.9,TOTAL
5978,Tamil Nadu,2018,4,620001,155412,305501691.7,TOTAL
5979,Tamil Nadu,2019,1,600003,8217185,12799152324,TOTAL
5980,Tamil Nadu,2019,1,641001,1337996,2370445180,TOTAL
5981,Tamil Nadu,2019,1,600097,385521,514070417.8,TOTAL
5982,Tamil Nadu,2019,1,600119,379501,519174547.9,TOTAL
5983,Tamil Nadu,2019,1,636015,344088,591547623,TOTAL
5984,Tamil Nadu,2019,1,641601,321373,579706051.1,TOTAL
5985,Tamil Nadu,2019,1,635126,285441,468046147.2,TOTAL
5986,Tamil Nadu,2019,1,602105,282825,345351598.7,TOTAL
5987,Tamil Nadu,2019,1,600130,264329,377930074.6,TOTAL
5988,Tamil Nadu,2019,1,620001,255536,449790726.3,TOTAL
5989,Tamil Nadu,2019,2,600003,6992850,13700604318,TOTAL
5990,Tamil Nadu,2019,2,641001,1739607,4031103255,TOTAL
5991,Tamil Nadu,2019,2,600097,445866,585669742.3,TOTAL
5992,Tamil Nadu,2019,2,600119,434002,596518369.4,TOTAL
5993,Tamil Nadu,2019,2,641601,422511,937053319.1,TOTAL
5994,Tamil Nadu,2019,2,636015,412809,917369003.9,TOTAL
5995,Tamil Nadu,2019,2,600100,302921,491600273.5,TOTAL
5996,Tamil Nadu,2019,2,620001,301929,661158989.3,TOTAL
5997,Tamil Nadu,2019,2,600130,298156,436263623.9,TOTAL
5998,Tamil Nadu,2019,2,638003,273109,600958887.7,TOTAL
5999,Tamil Nadu,2019,3,600003,6406756,14709936635,TOTAL
6000,Tamil Nadu,2019,3,641001,1998001,5484926978,TOTAL
6001,Tamil Nadu,2019,3,600119,722934,796879009.6,TOTAL
6002,Tamil Nadu,2019,3,600097,649021,734602492.2,TOTAL
6003,Tamil Nadu,2019,3,636015,512223,1307747080,TOTAL
6004,Tamil Nadu,2019,3,641601,510742,1301324485,TOTAL
6005,Tamil Nadu,2019,3,600130,451652,552719273.3,TOTAL
6006,Tamil Nadu,2019,3,600100,422801,601833751.4,TOTAL
6007,Tamil Nadu,2019,3,620001,373860,917332900.2,TOTAL
6008,Tamil Nadu,2019,3,602105,335042,449183531.5,TOTAL
6009,Tamil Nadu,2019,4,600003,10008230,21375916667,TOTAL
6010,Tamil Nadu,2019,4,641001,2511187,6450498209,TOTAL
6011,Tamil Nadu,2019,4,600119,949727,977965752.8,TOTAL
6012,Tamil Nadu,2019,4,600097,866888,899930959.1,TOTAL
6013,Tamil Nadu,2019,4,641601,652932,1545981090,TOTAL
6014,Tamil Nadu,2019,4,600130,635201,702860307.7,TOTAL
6015,Tamil Nadu,2019,4,636015,615141,1454784543,TOTAL
6016,Tamil Nadu,2019,4,600100,569544,745066620.6,TOTAL
6017,Tamil Nadu,2019,4,620001,477841,1090800191,TOTAL
6018,Tamil Nadu,2019,4,600096,465289,564372575,TOTAL
6019,Tamil Nadu,2020,1,600003,14352747,29310364583,TOTAL
6020,Tamil Nadu,2020,1,641018,2111071,5210013493,TOTAL
6021,Tamil Nadu,2020,1,600119,1064670,1128163381,TOTAL
6022,Tamil Nadu,2020,1,600097,924315,997907165.9,TOTAL
6023,Tamil Nadu,2020,1,600130,718114,787939417.5,TOTAL
6024,Tamil Nadu,2020,1,600100,658195,858538448.1,TOTAL
6025,Tamil Nadu,2020,1,600096,549025,641642642.5,TOTAL
6026,Tamil Nadu,2020,1,600042,521888,643566422.7,TOTAL
6027,Tamil Nadu,2020,1,602105,519858,594897331.1,TOTAL
6028,Tamil Nadu,2020,1,636006,464201,1203247532,TOTAL
6029,Tamil Nadu,2020,2,600003,8641869,22394007818,TOTAL
6030,Tamil Nadu,2020,2,641018,1711806,4858715193,TOTAL
6031,Tamil Nadu,2020,2,636006,436554,1192597689,TOTAL
6032,Tamil Nadu,2020,2,600100,366181,539808099.6,TOTAL
6033,Tamil Nadu,2020,2,635109,344887,536735274.3,TOTAL
6034,Tamil Nadu,2020,2,600119,318150,410033288,TOTAL
6035,Tamil Nadu,2020,2,635126,311070,526135656.2,TOTAL
6036,Tamil Nadu,2020,2,600097,290595,360451206.5,TOTAL
6037,Tamil Nadu,2020,2,602105,255659,328797416.6,TOTAL
6038,Tamil Nadu,2020,2,641602,248113,458699601.4,TOTAL
6039,Tamil Nadu,2020,3,600003,11269288,28801727694,TOTAL
6040,Tamil Nadu,2020,3,641018,2261155,6118709429,TOTAL
6041,Tamil Nadu,2020,3,636006,1015825,2794983705,TOTAL
6042,Tamil Nadu,2020,3,635109,598811,1002653791,TOTAL
6043,Tamil Nadu,2020,3,600100,514489,768349593.2,TOTAL
6044,Tamil Nadu,2020,3,635126,512840,818669317.6,TOTAL
6045,Tamil Nadu,2020,3,625001,453384,1223732991,TOTAL
6046,Tamil Nadu,2020,3,641602,448547,1009083629,TOTAL
6047,Tamil Nadu,2020,3,602105,446062,630267409.1,TOTAL
6048,Tamil Nadu,2020,3,638001,397031,1113899382,TOTAL
6049,Tamil Nadu,2020,4,600003,11690163,26114457257,TOTAL
6050,Tamil Nadu,2020,4,641018,2424429,5568050172,TOTAL
6051,Tamil Nadu,2020,4,636006,1174582,2889128961,TOTAL
6052,Tamil Nadu,2020,4,635109,1165466,1845088385,TOTAL
6053,Tamil Nadu,2020,4,635126,1017235,1521953929,TOTAL
6054,Tamil Nadu,2020,4,600100,992411,1308127036,TOTAL
6055,Tamil Nadu,2020,4,602105,940801,1155605481,TOTAL
6056,Tamil Nadu,2020,4,641602,761944,1627583746,TOTAL
6057,Tamil Nadu,2020,4,600056,739273,1109853352,TOTAL
6058,Tamil Nadu,2020,4,600042,710121,904201988.7,TOTAL
6059,Tamil Nadu,2021,1,600003,25512152,44939868773,TOTAL
6060,Tamil Nadu,2021,1,641018,4542090,8296801383,TOTAL
6061,Tamil Nadu,2021,1,636006,2318051,4686183219,TOTAL
6062,Tamil Nadu,2021,1,635109,1238103,1900317478,TOTAL
6063,Tamil Nadu,2021,1,602105,1135840,1360867199,TOTAL
6064,Tamil Nadu,2021,1,600100,1095476,1466611475,TOTAL
6065,Tamil Nadu,2021,1,635126,1072079,1586170319,TOTAL
6066,Tamil Nadu,2021,1,600119,854299,1006535205,TOTAL
6067,Tamil Nadu,2021,1,625001,851451,1833415849,TOTAL
6068,Tamil Nadu,2021,1,600042,831771,1034683333,TOTAL
6069,Tamil Nadu,2021,2,600003,31694305,54282023023,TOTAL
6070,Tamil Nadu,2021,2,641018,5338666,9441179350,TOTAL
6071,Tamil Nadu,2021,2,636006,2808515,5258089983,TOTAL
6072,Tamil Nadu,2021,2,635109,1275081,2006220732,TOTAL
6073,Tamil Nadu,2021,2,635126,1053379,1591448500,TOTAL
6074,Tamil Nadu,2021,2,602105,1016568,1222850945,TOTAL
6075,Tamil Nadu,2021,2,625001,998470,1956382557,TOTAL
6076,Tamil Nadu,2021,2,600100,976163,1399029791,TOTAL
6077,Tamil Nadu,2021,2,638001,968778,1829285602,TOTAL
6078,Tamil Nadu,2021,2,641606,882662,1597137037,TOTAL
6079,Tamil Nadu,2021,3,600003,42982007,71274098296,TOTAL
6080,Tamil Nadu,2021,3,641018,7936164,13854294289,TOTAL
6081,Tamil Nadu,2021,3,636006,3672350,6959855101,TOTAL
6082,Tamil Nadu,2021,3,635109,1825088,2870893024,TOTAL
6083,Tamil Nadu,2021,3,635126,1608746,2373351088,TOTAL
6084,Tamil Nadu,2021,3,602105,1520017,1812031117,TOTAL
6085,Tamil Nadu,2021,3,641602,1367642,2684695543,TOTAL
6086,Tamil Nadu,2021,3,600100,1350298,1860703757,TOTAL
6087,Tamil Nadu,2021,3,638001,1332618,2583766793,TOTAL
6088,Tamil Nadu,2021,3,641606,1310393,2388622654,TOTAL
6089,Tamil Nadu,2021,4,600003,54054310,83084090739,TOTAL
6090,Tamil Nadu,2021,4,641018,10521066,18538563797,TOTAL
6091,Tamil Nadu,2021,4,636006,4873445,8282830632,TOTAL
6092,Tamil Nadu,2021,4,635109,2291857,3599042483,TOTAL
6093,Tamil Nadu,2021,4,635126,1962102,2901462306,TOTAL
6094,Tamil Nadu,2021,4,602105,1820307,2105004028,TOTAL
6095,Tamil Nadu,2021,4,641602,1806619,3224339266,TOTAL
6096,Tamil Nadu,2021,4,638001,1748741,3214426278,TOTAL
6097,Tamil Nadu,2021,4,600100,1601658,2180876812,TOTAL
6098,Tamil Nadu,2021,4,641606,1599490,2680099178,TOTAL
6099,Tamil Nadu,2022,1,600003,62446149,95888452780,TOTAL
6100,Tamil Nadu,2022,1,641018,12588968,24436130479,TOTAL
6101,Tamil Nadu,2022,1,636006,5321118,9190335219,TOTAL
6102,Tamil Nadu,2022,1,635109,2529796,3995922448,TOTAL
6103,Tamil Nadu,2022,1,635126,2133935,3120121471,TOTAL
6104,Tamil Nadu,2022,1,641602,2060478,3585502916,TOTAL
6105,Tamil Nadu,2022,1,602105,2034034,2412500027,TOTAL
6106,Tamil Nadu,2022,1,638001,1982168,3629711419,TOTAL
6107,Tamil Nadu,2022,1,641606,1862567,3056211720,TOTAL
6108,Tamil Nadu,2022,1,600100,1849606,2551967667,TOTAL
6109,Tamil Nadu,2022,2,600003,75241472,1.08939E+11,TOTAL
6110,Tamil Nadu,2022,2,641018,14629361,27251696999,TOTAL
6111,Tamil Nadu,2022,2,636006,6530959,10644716245,TOTAL
6112,Tamil Nadu,2022,2,635109,2964991,4720223119,TOTAL
6113,Tamil Nadu,2022,2,635126,2492364,3589177495,TOTAL
6114,Tamil Nadu,2022,2,641602,2484283,4129162576,TOTAL
6115,Tamil Nadu,2022,2,602105,2411211,2767735011,TOTAL
6116,Tamil Nadu,2022,2,638001,2356156,4040419802,TOTAL
6117,Tamil Nadu,2022,2,600100,2286488,3032455838,TOTAL
6118,Tamil Nadu,2022,2,641606,2193353,3271923943,TOTAL
6119,Tamil Nadu,2022,3,600119,54651373,74718053577,TOTAL
6120,Tamil Nadu,2022,3,636014,20259438,28349190741,TOTAL
6121,Tamil Nadu,2022,3,641045,19099879,27635618532,TOTAL
6122,Tamil Nadu,2022,3,625001,11979830,20707246455,TOTAL
6123,Tamil Nadu,2022,3,600003,10598330,17101667469,TOTAL
6124,Tamil Nadu,2022,3,641602,5887176,8047928132,TOTAL
6125,Tamil Nadu,2022,3,635109,3057691,4763463314,TOTAL
6126,Tamil Nadu,2022,3,635126,2820375,4082712918,TOTAL
6127,Tamil Nadu,2022,3,620008,2684155,4773527511,TOTAL
6128,Tamil Nadu,2022,3,641018,2642228,4984058676,TOTAL
6129,Tamil Nadu,2022,4,600119,82889654,1.11402E+11,TOTAL
6130,Tamil Nadu,2022,4,636014,21699572,29929367291,TOTAL
6131,Tamil Nadu,2022,4,641045,15769128,23052180926,TOTAL
6132,Tamil Nadu,2022,4,625001,14703058,24536471052,TOTAL
6133,Tamil Nadu,2022,4,641602,7786748,10467948070,TOTAL
6134,Tamil Nadu,2022,4,620008,3757206,6386260127,TOTAL
6135,Tamil Nadu,2022,4,600009,3486481,5357295836,TOTAL
6136,Tamil Nadu,2022,4,635109,3336387,5059804049,TOTAL
6137,Tamil Nadu,2022,4,635126,3113919,4467613783,TOTAL
6138,Tamil Nadu,2022,4,602105,2788086,2868136486,TOTAL
6139,Telangana,2018,1,500012,933013,1643061976,TOTAL
6140,Telangana,2018,1,500072,215623,445608318.3,TOTAL
6141,Telangana,2018,1,500032,160428,316835725.5,TOTAL
6142,Telangana,2018,1,500081,151698,350891989.3,TOTAL
6143,Telangana,2018,1,500038,151246,203677310.1,TOTAL
6144,Telangana,2018,1,500016,137306,211814423.3,TOTAL
6145,Telangana,2018,1,500018,112441,203861708.1,TOTAL
6146,Telangana,2018,1,505001,112432,168520809,TOTAL
6147,Telangana,2018,1,500039,100986,152297504,TOTAL
6148,Telangana,2018,1,500026,94394,188854409.2,TOTAL
6149,Telangana,2018,2,500012,1024336,2257038218,TOTAL
6150,Telangana,2018,2,500072,297195,699643124.8,TOTAL
6151,Telangana,2018,2,500032,232439,485053256.9,TOTAL
6152,Telangana,2018,2,500081,225115,538787867.9,TOTAL
6153,Telangana,2018,2,500038,200504,308906616.3,TOTAL
6154,Telangana,2018,2,500016,189347,355197452.6,TOTAL
6155,Telangana,2018,2,500018,151255,319836635.3,TOTAL
6156,Telangana,2018,2,505001,130067,298618152.8,TOTAL
6157,Telangana,2018,2,500039,124852,248613831.7,TOTAL
6158,Telangana,2018,2,500026,118944,282270122.1,TOTAL
6159,Telangana,2018,3,500012,1726388,3077635699,TOTAL
6160,Telangana,2018,3,500072,549460,1009515710,TOTAL
6161,Telangana,2018,3,500038,535796,508792982.1,TOTAL
6162,Telangana,2018,3,500032,492305,716119184.7,TOTAL
6163,Telangana,2018,3,504107,461234,217879741.7,TOTAL
6164,Telangana,2018,3,500081,435889,737317606,TOTAL
6165,Telangana,2018,3,500016,430231,554000289.3,TOTAL
6166,Telangana,2018,3,500060,274570,304386021.6,TOTAL
6167,Telangana,2018,3,500029,260895,325136953.4,TOTAL
6168,Telangana,2018,3,500018,245913,456030787,TOTAL
6169,Telangana,2018,4,500012,2576408,4841883809,TOTAL
6170,Telangana,2018,4,500072,978014,1574884361,TOTAL
6171,Telangana,2018,4,500038,895344,760635112.2,TOTAL
6172,Telangana,2018,4,500081,771395,1097591902,TOTAL
6173,Telangana,2018,4,500032,769651,1061311575,TOTAL
6174,Telangana,2018,4,500016,706080,833350513,TOTAL
6175,Telangana,2018,4,500018,461691,724904812.8,TOTAL
6176,Telangana,2018,4,500060,435799,429765587.9,TOTAL
6177,Telangana,2018,4,500039,421393,595977795.5,TOTAL
6178,Telangana,2018,4,500029,369821,469133418.7,TOTAL
6179,Telangana,2019,1,500012,9957548,15399177053,TOTAL
6180,Telangana,2019,1,500072,1975646,2764091747,TOTAL
6181,Telangana,2019,1,500038,1697552,1317844519,TOTAL
6182,Telangana,2019,1,500081,1677796,1995814302,TOTAL
6183,Telangana,2019,1,500032,1636032,1881682006,TOTAL
6184,Telangana,2019,1,500018,1529944,2182261089,TOTAL
6185,Telangana,2019,1,500016,1404149,1499878318,TOTAL
6186,Telangana,2019,1,500039,903371,1095746359,TOTAL
6187,Telangana,2019,1,500033,883497,1292058131,TOTAL
6188,Telangana,2019,1,500060,780372,720324989.8,TOTAL
6189,Telangana,2019,2,500012,23303184,42709920755,TOTAL
6190,Telangana,2019,2,500018,3085949,5218807826,TOTAL
6191,Telangana,2019,2,500072,2526725,3574015970,TOTAL
6192,Telangana,2019,2,500081,1894273,2386307157,TOTAL
6193,Telangana,2019,2,500038,1869936,1544355295,TOTAL
6194,Telangana,2019,2,500032,1780144,2227980757,TOTAL
6195,Telangana,2019,2,500016,1642976,2049603262,TOTAL
6196,Telangana,2019,2,500050,1496961,2720759060,TOTAL
6197,Telangana,2019,2,500033,1480944,2546418816,TOTAL
6198,Telangana,2019,2,500079,1040262,1977428088,TOTAL
6199,Telangana,2019,3,500012,27360144,55516914964,TOTAL
6200,Telangana,2019,3,500018,3915249,6863094038,TOTAL
6201,Telangana,2019,3,500072,3798329,4740576706,TOTAL
6202,Telangana,2019,3,500081,2753426,3168448500,TOTAL
6203,Telangana,2019,3,500038,2629557,2029388682,TOTAL
6204,Telangana,2019,3,500032,2606169,2945721385,TOTAL
6205,Telangana,2019,3,500016,2385216,2712147335,TOTAL
6206,Telangana,2019,3,500033,1967878,3306557806,TOTAL
6207,Telangana,2019,3,500050,1855269,3468735909,TOTAL
6208,Telangana,2019,3,500039,1536671,1936873015,TOTAL
6209,Telangana,2019,4,500012,32637373,67244225972,TOTAL
6210,Telangana,2019,4,500001,6103514,11566891431,TOTAL
6211,Telangana,2019,4,500072,4915329,6225556781,TOTAL
6212,Telangana,2019,4,500018,4851385,8542375023,TOTAL
6213,Telangana,2019,4,500081,3658793,4133640908,TOTAL
6214,Telangana,2019,4,500032,3474419,3828190546,TOTAL
6215,Telangana,2019,4,500038,3153300,2536028435,TOTAL
6216,Telangana,2019,4,500016,2939579,3384960921,TOTAL
6217,Telangana,2019,4,500033,2459039,4111941461,TOTAL
6218,Telangana,2019,4,500050,2339941,4437344455,TOTAL
6219,Telangana,2020,1,500001,63671159,1.39395E+11,TOTAL
6220,Telangana,2020,1,500072,5283290,7251265301,TOTAL
6221,Telangana,2020,1,500081,4030937,4658668731,TOTAL
6222,Telangana,2020,1,500032,3884043,4343247129,TOTAL
6223,Telangana,2020,1,500038,3044785,2780437456,TOTAL
6224,Telangana,2020,1,500016,2821233,3306303138,TOTAL
6225,Telangana,2020,1,500018,2528782,3581249603,TOTAL
6226,Telangana,2020,1,500039,2180737,3101743455,TOTAL
6227,Telangana,2020,1,506002,2177275,4647570989,TOTAL
6228,Telangana,2020,1,505001,1849558,3987730978,TOTAL
6229,Telangana,2020,2,500001,39752686,1.01962E+11,TOTAL
6230,Telangana,2020,2,500072,2779331,4714390214,TOTAL
6231,Telangana,2020,2,506002,2722371,6397270661,TOTAL
6232,Telangana,2020,2,500018,1896744,3081395011,TOTAL
6233,Telangana,2020,2,505001,1461977,3340696162,TOTAL
6234,Telangana,2020,2,500039,1423767,2242259969,TOTAL
6235,Telangana,2020,2,500055,1408700,2447858965,TOTAL
6236,Telangana,2020,2,500037,1403379,2230607213,TOTAL
6237,Telangana,2020,2,502032,1205120,2154217533,TOTAL
6238,Telangana,2020,2,500070,1125474,2262226439,TOTAL
6239,Telangana,2020,3,500001,70732132,1.77532E+11,TOTAL
6240,Telangana,2020,3,500072,4818327,7901366589,TOTAL
6241,Telangana,2020,3,500018,3646086,6746066279,TOTAL
6242,Telangana,2020,3,500039,2336855,3855753536,TOTAL
6243,Telangana,2020,3,500055,2240862,3983341841,TOTAL
6244,Telangana,2020,3,505001,2235829,5204420875,TOTAL
6245,Telangana,2020,3,500037,2158500,3554512863,TOTAL
6246,Telangana,2020,3,500070,2014542,4086431822,TOTAL
6247,Telangana,2020,3,506002,1859437,4359145060,TOTAL
6248,Telangana,2020,3,502032,1838354,3319367371,TOTAL
6249,Telangana,2020,4,500001,63797806,1.54105E+11,TOTAL
6250,Telangana,2020,4,500072,9070883,13937755537,TOTAL
6251,Telangana,2020,4,500018,5643815,9675318584,TOTAL
6252,Telangana,2020,4,500039,3991810,6396528383,TOTAL
6253,Telangana,2020,4,500055,3765251,6495264678,TOTAL
6254,Telangana,2020,4,505001,3684087,8231302076,TOTAL
6255,Telangana,2020,4,500081,3671481,4383805035,TOTAL
6256,Telangana,2020,4,500016,3576713,5064748267,TOTAL
6257,Telangana,2020,4,500070,3576367,6881582556,TOTAL
6258,Telangana,2020,4,500037,3473445,5673537693,TOTAL
6259,Telangana,2021,1,500001,107274281,2.1827E+11,TOTAL
6260,Telangana,2021,1,500072,10520264,15264391308,TOTAL
