State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
puducherry,2022,3,Merchant payments,3992974,2322908509
puducherry,2022,3,Peer-to-peer payments,2474932,8058325856
puducherry,2022,3,Recharge & bill payments,564285,463054690.6
puducherry,2022,3,Financial Services,4621,5514275.579
puducherry,2022,3,Others,5915,4514380.573
puducherry,2022,1,Merchant payments,3723135,2199614586
puducherry,2022,1,Peer-to-peer payments,2901199,9407577502
puducherry,2022,1,Recharge & bill payments,715338,460522863.8
puducherry,2022,1,Financial Services,6203,8184455.912
puducherry,2022,1,Others,13301,7575497.515
puducherry,2019,4,Peer-to-peer payments,559670,1725523873
puducherry,2019,4,Merchant payments,249621,128039884.4
puducherry,2019,4,Recharge & bill payments,195707,74383571.68
puducherry,2019,4,Financial Services,1481,391196.1284
puducherry,2019,4,Others,6176,3689792.246
puducherry,2019,2,Peer-to-peer payments,331248,1109343372
puducherry,2019,2,Recharge & bill payments,147585,46876569.36
puducherry,2019,2,Merchant payments,92941,49963601.62
puducherry,2019,2,Financial Services,1524,469351.5482
puducherry,2019,2,Others,6779,4794015.854
puducherry,2019,3,Peer-to-peer payments,394866,1316118200
puducherry,2019,3,Recharge & bill payments,158483,57003044.3
puducherry,2019,3,Merchant payments,156137,82601335.48
puducherry,2019,3,Financial Services,1090,528680.8976
puducherry,2019,3,Others,6250,4457097.112
puducherry,2019,1,Peer-to-peer payments,313822,835983054.3
puducherry,2019,1,Recharge & bill payments,124092,32635247.52
puducherry,2019,1,Merchant payments,54518,33763704.68
puducherry,2019,1,Financial Services,3165,337570.3228
puducherry,2019,1,Others,5495,3753447.525
jammu-&-kashmir,2020,4,Peer-to-peer payments,2378539,13736841260
jammu-&-kashmir,2020,4,Recharge & bill payments,1900075,536741118.3
jammu-&-kashmir,2020,4,Merchant payments,1377786,1045006123
jammu-&-kashmir,2020,4,Financial Services,13578,17966592.7
jammu-&-kashmir,2020,4,Others,84466,44350708.94
jammu-&-kashmir,2020,2,Peer-to-peer payments,1238380,7426818530
jammu-&-kashmir,2020,2,Recharge & bill payments,1028741,413037418.3
jammu-&-kashmir,2020,2,Merchant payments,341375,403026357.8
jammu-&-kashmir,2020,2,Financial Services,9130,10415041.34
jammu-&-kashmir,2020,2,Others,17380,12351591.57
jammu-&-kashmir,2020,3,Peer-to-peer payments,1787154,10837119047
jammu-&-kashmir,2020,3,Recharge & bill payments,1005745,443743222.5
jammu-&-kashmir,2020,3,Merchant payments,642688,667957476.4
jammu-&-kashmir,2020,3,Financial Services,10111,13281733.8
jammu-&-kashmir,2020,3,Others,20200,15128281.34
jammu-&-kashmir,2020,1,Peer-to-peer payments,435154,2654638582
jammu-&-kashmir,2020,1,Recharge & bill payments,341357,144213068.7
jammu-&-kashmir,2020,1,Merchant payments,135241,131144419
jammu-&-kashmir,2020,1,Financial Services,2350,2116665.118
jammu-&-kashmir,2020,1,Others,7528,5530441.652
jammu-&-kashmir,2021,4,Peer-to-peer payments,6852001,31444247708
jammu-&-kashmir,2021,4,Merchant payments,5399465,6026170896
jammu-&-kashmir,2021,4,Recharge & bill payments,4358892,1334473410
jammu-&-kashmir,2021,4,Financial Services,20269,34425387.52
jammu-&-kashmir,2021,4,Others,160001,86920024.6
jammu-&-kashmir,2021,2,Peer-to-peer payments,3955437,19502438178
jammu-&-kashmir,2021,2,Recharge & bill payments,3568970,892467613.6
jammu-&-kashmir,2021,2,Merchant payments,2378307,2343370986
jammu-&-kashmir,2021,2,Financial Services,19432,21897796.19
jammu-&-kashmir,2021,2,Others,105673,53580855.46
jammu-&-kashmir,2021,3,Peer-to-peer payments,5621108,26562997915
jammu-&-kashmir,2021,3,Recharge & bill payments,4192099,1126801385
jammu-&-kashmir,2021,3,Merchant payments,3197489,3818849263
jammu-&-kashmir,2021,3,Financial Services,16071,27585395.49
jammu-&-kashmir,2021,3,Others,124274,62209689.34
jammu-&-kashmir,2021,1,Peer-to-peer payments,2800201,14801220301
jammu-&-kashmir,2021,1,Recharge & bill payments,2554798,663747765.7
jammu-&-kashmir,2021,1,Merchant payments,1527253,1605408313
jammu-&-kashmir,2021,1,Financial Services,17276,20848657.86
jammu-&-kashmir,2021,1,Others,98042,47124854.99
jammu-&-kashmir,2018,4,Peer-to-peer payments,1265457,5151829745
jammu-&-kashmir,2018,4,Recharge & bill payments,970724,254473764
jammu-&-kashmir,2018,4,Merchant payments,402303,215771001.5
jammu-&-kashmir,2018,4,Financial Services,33775,6072177.152
jammu-&-kashmir,2018,4,Others,49051,36573577.74
jammu-&-kashmir,2018,2,Recharge & bill payments,794502,166762242.9
jammu-&-kashmir,2018,2,Peer-to-peer payments,771844,2372961688
jammu-&-kashmir,2018,2,Financial Services,112422,15636116.81
jammu-&-kashmir,2018,2,Merchant payments,79248,64454257.53
jammu-&-kashmir,2018,2,Others,38310,31391931.69
jammu-&-kashmir,2018,3,Peer-to-peer payments,1260453,3616022746
jammu-&-kashmir,2018,3,Recharge & bill payments,822143,203079955.3
jammu-&-kashmir,2018,3,Merchant payments,140076,82826475.19
jammu-&-kashmir,2018,3,Financial Services,44464,6397888.355
jammu-&-kashmir,2018,3,Others,36825,26373935
jammu-&-kashmir,2018,1,Recharge & bill payments,457813,78812610.35
jammu-&-kashmir,2018,1,Peer-to-peer payments,353621,861670157.9
jammu-&-kashmir,2018,1,Financial Services,65683,10269382.62
jammu-&-kashmir,2018,1,Merchant payments,28696,30967525.64
jammu-&-kashmir,2018,1,Others,35755,23651562.72
jammu-&-kashmir,2022,4,Merchant payments,13060020,9463119177
jammu-&-kashmir,2022,4,Peer-to-peer payments,9209773,33017162450
jammu-&-kashmir,2022,4,Recharge & bill payments,4885856,1738113554
jammu-&-kashmir,2022,4,Financial Services,17803,26804683.93
jammu-&-kashmir,2022,4,Others,142706,70096050.9
jammu-&-kashmir,2022,2,Merchant payments,9917899,8541811640
jammu-&-kashmir,2022,2,Peer-to-peer payments,8948548,35973490941
jammu-&-kashmir,2022,2,Recharge & bill payments,4759941,1631580784
jammu-&-kashmir,2022,2,Financial Services,17495,23857762.1
jammu-&-kashmir,2022,2,Others,169864,83549709.69
jammu-&-kashmir,2022,3,Merchant payments,9594459,8056512905
jammu-&-kashmir,2022,3,Peer-to-peer payments,8391981,31280124358
jammu-&-kashmir,2022,3,Recharge & bill payments,4397779,1538833024
jammu-&-kashmir,2022,3,Financial Services,16502,21281997.61
jammu-&-kashmir,2022,3,Others,133673,66802218.33
jammu-&-kashmir,2022,1,Peer-to-peer payments,6263588,25881919929
jammu-&-kashmir,2022,1,Merchant payments,5769426,5903944370
jammu-&-kashmir,2022,1,Recharge & bill payments,4046350,1253753686
jammu-&-kashmir,2022,1,Financial Services,20506,28915576.12
jammu-&-kashmir,2022,1,Others,145441,79330065.64
jammu-&-kashmir,2019,4,Peer-to-peer payments,310620,1799955856
jammu-&-kashmir,2019,4,Merchant payments,91303,77859073.82
jammu-&-kashmir,2019,4,Recharge & bill payments,84803,49065907.05
jammu-&-kashmir,2019,4,Financial Services,197,213741.2862
jammu-&-kashmir,2019,4,Others,3005,2601419.696
jammu-&-kashmir,2019,2,Peer-to-peer payments,1180781,5666318253
jammu-&-kashmir,2019,2,Recharge & bill payments,706569,215937468.9
jammu-&-kashmir,2019,2,Merchant payments,353678,188931529.5
jammu-&-kashmir,2019,2,Financial Services,22663,2652961.354
jammu-&-kashmir,2019,2,Others,32664,26301988.32
jammu-&-kashmir,2019,3,Peer-to-peer payments,618694,3499425218
jammu-&-kashmir,2019,3,Recharge & bill payments,318061,111964437
jammu-&-kashmir,2019,3,Merchant payments,165115,120736230.1
jammu-&-kashmir,2019,3,Financial Services,2895,658515.8825
jammu-&-kashmir,2019,3,Others,11761,11446090.82
jammu-&-kashmir,2019,1,Peer-to-peer payments,1913720,5414709532
jammu-&-kashmir,2019,1,Recharge & bill payments,1131953,302663112.9
jammu-&-kashmir,2019,1,Merchant payments,452379,199219534.9
jammu-&-kashmir,2019,1,Financial Services,43247,4593545.202
jammu-&-kashmir,2019,1,Others,43688,30649751.66
nagaland,2020,4,Peer-to-peer payments,417393,2563827858
nagaland,2020,4,Recharge & bill payments,335297,91929581.88
nagaland,2020,4,Merchant payments,90496,113115660.2
nagaland,2020,4,Financial Services,1068,1017278.31
nagaland,2020,4,Others,3571,3194492.153
nagaland,2020,2,Recharge & bill payments,328269,85264116.12
nagaland,2020,2,Peer-to-peer payments,166866,1025000210
nagaland,2020,2,Merchant payments,20004,25214703.91
nagaland,2020,2,Financial Services,860,989239.9672
nagaland,2020,2,Others,1567,1206234.395
nagaland,2020,3,Recharge & bill payments,347494,91214897.19
nagaland,2020,3,Peer-to-peer payments,330638,1851638120
nagaland,2020,3,Merchant payments,51912,62568884.13
nagaland,2020,3,Financial Services,2544,2136903.024
nagaland,2020,3,Others,3731,2090339.271
nagaland,2020,1,Recharge & bill payments,221741,53662023.32
nagaland,2020,1,Peer-to-peer payments,135966,821508819.6
nagaland,2020,1,Merchant payments,18249,17663339.37
nagaland,2020,1,Financial Services,528,215066.7835
nagaland,2020,1,Others,1567,1730779.671
nagaland,2021,4,Peer-to-peer payments,819452,4335295238
nagaland,2021,4,Recharge & bill payments,492411,154359432.1
nagaland,2021,4,Merchant payments,311673,442578210.1
nagaland,2021,4,Financial Services,1790,2263055.522
nagaland,2021,4,Others,6157,4587848.469
nagaland,2021,2,Peer-to-peer payments,526966,2847731458
nagaland,2021,2,Recharge & bill payments,453979,126962524.7
nagaland,2021,2,Merchant payments,144413,176831583.1
nagaland,2021,2,Financial Services,1624,1785915.637
nagaland,2021,2,Others,3809,2982482.691
nagaland,2021,3,Peer-to-peer payments,667633,3536780177
nagaland,2021,3,Recharge & bill payments,474693,141172028.2
nagaland,2021,3,Merchant payments,208387,304493279.8
nagaland,2021,3,Financial Services,1437,1634878.889
nagaland,2021,3,Others,4642,3336484.283
nagaland,2021,1,Peer-to-peer payments,477346,2841021698
nagaland,2021,1,Recharge & bill payments,376473,110095189.6
nagaland,2021,1,Merchant payments,116846,151202427.1
nagaland,2021,1,Financial Services,1511,1929643.694
nagaland,2021,1,Others,3721,3201525.695
nagaland,2018,4,Recharge & bill payments,72881,16615511.42
nagaland,2018,4,Peer-to-peer payments,53723,358926253.4
nagaland,2018,4,Merchant payments,10350,10500634.79
nagaland,2018,4,Financial Services,587,216127.4085
nagaland,2018,4,Others,1792,1754940.491
nagaland,2018,2,Recharge & bill payments,41959,9139467.704
nagaland,2018,2,Peer-to-peer payments,20099,140193107.7
nagaland,2018,2,Merchant payments,1529,2293935.491
nagaland,2018,2,Financial Services,379,153458.5232
nagaland,2018,2,Others,1633,1545608.465
nagaland,2018,3,Recharge & bill payments,54885,12664922.72
nagaland,2018,3,Peer-to-peer payments,33930,223964723.2
nagaland,2018,3,Merchant payments,3518,3631042.278
nagaland,2018,3,Financial Services,460,125171.6185
nagaland,2018,3,Others,1578,1406883.165
nagaland,2018,1,Recharge & bill payments,28198,5361675.55
nagaland,2018,1,Peer-to-peer payments,11631,69830122.02
nagaland,2018,1,Merchant payments,822,1170667.415
nagaland,2018,1,Financial Services,399,299016.7346
nagaland,2018,1,Others,1795,1344409.366
nagaland,2022,4,Peer-to-peer payments,1314122,5888068477
nagaland,2022,4,Merchant payments,647805,906834415.5
nagaland,2022,4,Recharge & bill payments,508230,170028535.8
nagaland,2022,4,Financial Services,2104,1909585.07
nagaland,2022,4,Others,3944,3125371.206
nagaland,2022,2,Peer-to-peer payments,1032542,4933041257
nagaland,2022,2,Merchant payments,513456,640665988.2
nagaland,2022,2,Recharge & bill payments,479322,162238616.4
nagaland,2022,2,Financial Services,1547,1519503.219
nagaland,2022,2,Others,4462,2819984.002
nagaland,2022,3,Peer-to-peer payments,990896,4568905306
nagaland,2022,3,Merchant payments,467257,642368278.6
nagaland,2022,3,Recharge & bill payments,430854,148324294.7
nagaland,2022,3,Financial Services,1479,2345498.603
nagaland,2022,3,Others,3627,2457117.276
nagaland,2022,1,Peer-to-peer payments,963378,4798355632
nagaland,2022,1,Recharge & bill payments,529038,175942440.6
nagaland,2022,1,Merchant payments,425336,563650239.9
nagaland,2022,1,Financial Services,2022,2503998.825
nagaland,2022,1,Others,6178,4499397.928
nagaland,2019,4,Recharge & bill payments,172761,39720745.6
nagaland,2019,4,Peer-to-peer payments,128674,777298578.6
nagaland,2019,4,Merchant payments,13578,15460907.23
nagaland,2019,4,Financial Services,499,283291.7741
nagaland,2019,4,Others,1658,1773615.135
nagaland,2019,2,Recharge & bill payments,92492,21350211.08
nagaland,2019,2,Peer-to-peer payments,81065,487705354.5
nagaland,2019,2,Merchant payments,12949,8990954.08
nagaland,2019,2,Financial Services,286,129758.0026
nagaland,2019,2,Others,1961,1890404.533
nagaland,2019,3,Recharge & bill payments,145812,33293527.93
nagaland,2019,3,Peer-to-peer payments,100736,601803135.5
nagaland,2019,3,Merchant payments,13031,13381591.2
nagaland,2019,3,Financial Services,210,229319.8492
nagaland,2019,3,Others,2089,2248897.262
nagaland,2019,1,Recharge & bill payments,87596,20020458.08
nagaland,2019,1,Peer-to-peer payments,71642,411855878.2
nagaland,2019,1,Merchant payments,7306,8187940.322
nagaland,2019,1,Financial Services,430,101072.8977
nagaland,2019,1,Others,1605,1776362.866
sikkim,2020,4,Peer-to-peer payments,334069,1711730127
sikkim,2020,4,Recharge & bill payments,301382,90168624.05
sikkim,2020,4,Merchant payments,95503,112478003.9
sikkim,2020,4,Financial Services,1427,2361187.592
sikkim,2020,4,Others,2654,2537863.028
sikkim,2020,2,Recharge & bill payments,297620,78397187.11
sikkim,2020,2,Peer-to-peer payments,186495,939900165.9
sikkim,2020,2,Merchant payments,31442,34385184.66
sikkim,2020,2,Financial Services,883,999656.0722
sikkim,2020,2,Others,1291,936594.4803
sikkim,2020,3,Recharge & bill payments,298885,83894642.67
sikkim,2020,3,Peer-to-peer payments,245087,1255521153
sikkim,2020,3,Merchant payments,49299,58337178.67
sikkim,2020,3,Financial Services,1252,1795366.733
sikkim,2020,3,Others,1912,1378387.617
sikkim,2020,1,Peer-to-peer payments,230413,954765350.2
sikkim,2020,1,Recharge & bill payments,215586,53588505.84
sikkim,2020,1,Merchant payments,79881,43201695.39
sikkim,2020,1,Financial Services,345,175569.5393
sikkim,2020,1,Others,1893,1745150.991
sikkim,2021,4,Peer-to-peer payments,831597,3548508410
sikkim,2021,4,Recharge & bill payments,376078,136473754.4
sikkim,2021,4,Merchant payments,369343,504586163.6
sikkim,2021,4,Financial Services,2269,3162023.721
sikkim,2021,4,Others,5058,4052910.301
sikkim,2021,2,Peer-to-peer payments,473141,2125758497
sikkim,2021,2,Recharge & bill payments,345495,103846501.5
sikkim,2021,2,Merchant payments,153671,190473176.2
sikkim,2021,2,Financial Services,1865,2851874.287
sikkim,2021,2,Others,2542,1969531.029
sikkim,2021,3,Peer-to-peer payments,595826,2582075089
sikkim,2021,3,Recharge & bill payments,346173,111613776.8
sikkim,2021,3,Merchant payments,213808,290732930.5
sikkim,2021,3,Financial Services,1689,2624558.386
sikkim,2021,3,Others,3098,2290508.817
sikkim,2021,1,Peer-to-peer payments,403703,1965492630
sikkim,2021,1,Recharge & bill payments,279679,93174110.11
sikkim,2021,1,Merchant payments,112925,154183320.1
sikkim,2021,1,Financial Services,1844,3027799.278
sikkim,2021,1,Others,2038,1789867.734
sikkim,2018,4,Recharge & bill payments,79232,16713780.63
sikkim,2018,4,Peer-to-peer payments,65451,351253329.7
sikkim,2018,4,Merchant payments,7452,12637809.24
sikkim,2018,4,Financial Services,717,596472.7146
sikkim,2018,4,Others,1681,1939965.754
sikkim,2018,2,Recharge & bill payments,45435,9465769.856
sikkim,2018,2,Peer-to-peer payments,24237,127051984.4
sikkim,2018,2,Merchant payments,2556,4713227.148
sikkim,2018,2,Financial Services,562,218130.13
sikkim,2018,2,Others,1788,2243974.008
sikkim,2018,3,Recharge & bill payments,58421,12221506.19
sikkim,2018,3,Peer-to-peer payments,43195,215547415.5
sikkim,2018,3,Merchant payments,4521,5322296.748
sikkim,2018,3,Financial Services,562,261766.8022
sikkim,2018,3,Others,1801,1727241.758
sikkim,2018,1,Recharge & bill payments,26965,4823943.542
sikkim,2018,1,Peer-to-peer payments,13559,56334584.63
sikkim,2018,1,Merchant payments,1349,1677583.144
sikkim,2018,1,Financial Services,608,86906.81958
sikkim,2018,1,Others,1597,1727920.802
sikkim,2022,4,Peer-to-peer payments,1548662,5175155339
sikkim,2022,4,Merchant payments,1033541,1096220774
sikkim,2022,4,Recharge & bill payments,470639,181281682.3
sikkim,2022,4,Financial Services,2049,2701971.789
sikkim,2022,4,Others,3448,3025622.232
sikkim,2022,2,Peer-to-peer payments,1198014,4596501308
sikkim,2022,2,Merchant payments,706658,847497607.1
sikkim,2022,2,Recharge & bill payments,411189,162174479.7
sikkim,2022,2,Financial Services,1758,1861284.797
sikkim,2022,2,Others,4462,3070990.528
sikkim,2022,3,Peer-to-peer payments,1222037,4173703594
sikkim,2022,3,Merchant payments,772650,830361401
sikkim,2022,3,Recharge & bill payments,397207,153567926.3
sikkim,2022,3,Financial Services,1538,2851319.548
sikkim,2022,3,Others,3326,2396303.405
sikkim,2022,1,Peer-to-peer payments,916940,3650961081
sikkim,2022,1,Merchant payments,449273,570784579.7
sikkim,2022,1,Recharge & bill payments,371579,139135962.1
sikkim,2022,1,Financial Services,2124,3062332.164
sikkim,2022,1,Others,4386,3487320.926
sikkim,2019,4,Peer-to-peer payments,508471,1086457148
sikkim,2019,4,Recharge & bill payments,181287,42705664.09
sikkim,2019,4,Merchant payments,73992,43954548.8
sikkim,2019,4,Financial Services,373,494076.3451
sikkim,2019,4,Others,2947,2898164.48
sikkim,2019,2,Peer-to-peer payments,172125,674044301.8
sikkim,2019,2,Recharge & bill payments,142582,32535297.49
sikkim,2019,2,Merchant payments,66722,28248001.03
sikkim,2019,2,Financial Services,2294,310197.5477
sikkim,2019,2,Others,4521,3756445.532
sikkim,2019,3,Peer-to-peer payments,203052,794235862.6
sikkim,2019,3,Merchant payments,188753,52337322.53
sikkim,2019,3,Recharge & bill payments,156125,33922224.89
sikkim,2019,3,Financial Services,288,548142.9
sikkim,2019,3,Others,4218,3672895.49
sikkim,2019,1,Peer-to-peer payments,121984,422987999.9
sikkim,2019,1,Recharge & bill payments,96878,20711589.87
sikkim,2019,1,Merchant payments,18346,11837344.85
sikkim,2019,1,Financial Services,1225,191594.2334
sikkim,2019,1,Others,1854,2265105.535
jharkhand,2020,4,Peer-to-peer payments,17120664,60733288288
jharkhand,2020,4,Merchant payments,14168381,9347677564
jharkhand,2020,4,Recharge & bill payments,7945996,2582828439
jharkhand,2020,4,Financial Services,60989,63947540
jharkhand,2020,4,Others,135603,77432999.36
jharkhand,2020,2,Peer-to-peer payments,8724053,32662370317
jharkhand,2020,2,Recharge & bill payments,7538593,1987320467
jharkhand,2020,2,Merchant payments,3753633,2662438204
jharkhand,2020,2,Financial Services,56553,130249402
jharkhand,2020,2,Others,68679,43823586.28
jharkhand,2020,3,Peer-to-peer payments,11984094,43128110246
jharkhand,2020,3,Merchant payments,7728846,5163578368
jharkhand,2020,3,Recharge & bill payments,7211293,2217657035
jharkhand,2020,3,Financial Services,56918,63233533.19
jharkhand,2020,3,Others,87322,50036637.65
jharkhand,2020,1,Peer-to-peer payments,8196850,29875044416
jharkhand,2020,1,Recharge & bill payments,5454093,1358517297
jharkhand,2020,1,Merchant payments,4499942,2298726415
jharkhand,2020,1,Financial Services,46483,31523887.51
jharkhand,2020,1,Others,85345,47420137.75
jharkhand,2021,4,Merchant payments,45007900,30397134744
jharkhand,2021,4,Peer-to-peer payments,39476282,1.30462E+11
jharkhand,2021,4,Recharge & bill payments,11173974,4920513758
jharkhand,2021,4,Financial Services,72802,82938673.41
jharkhand,2021,4,Others,278084,154856720.6
jharkhand,2021,2,Peer-to-peer payments,24184568,86037113965
jharkhand,2021,2,Merchant payments,19041292,14731458451
jharkhand,2021,2,Recharge & bill payments,10583445,3531023352
jharkhand,2021,2,Financial Services,54379,57959229.95
jharkhand,2021,2,Others,138461,75088312.27
jharkhand,2021,3,Peer-to-peer payments,30113326,97742557032
jharkhand,2021,3,Merchant payments,29687162,19954619973
jharkhand,2021,3,Recharge & bill payments,10742405,4029136912
jharkhand,2021,3,Financial Services,51289,65035270.31
jharkhand,2021,3,Others,201520,99665931.84
jharkhand,2021,1,Peer-to-peer payments,19151083,69198235577
jharkhand,2021,1,Merchant payments,17489113,11545580927
jharkhand,2021,1,Recharge & bill payments,7826608,2888409672
jharkhand,2021,1,Financial Services,50526,54836609.33
jharkhand,2021,1,Others,104333,62290337.7
jharkhand,2018,4,Peer-to-peer payments,3325473,9414019817
jharkhand,2018,4,Recharge & bill payments,1885135,328077093.5
jharkhand,2018,4,Merchant payments,845956,373435992.5
jharkhand,2018,4,Financial Services,136918,36357465.52
jharkhand,2018,4,Others,90561,90026272.84
jharkhand,2018,2,Recharge & bill payments,1398777,208894647.8
jharkhand,2018,2,Peer-to-peer payments,1375872,4205862517
jharkhand,2018,2,Financial Services,160637,65554548.25
jharkhand,2018,2,Merchant payments,130339,138889079.2
jharkhand,2018,2,Others,86455,102374867.1
jharkhand,2018,3,Peer-to-peer payments,6003688,8142915751
jharkhand,2018,3,Recharge & bill payments,1539476,256930062.2
jharkhand,2018,3,Merchant payments,287427,155059935
jharkhand,2018,3,Financial Services,216343,38182603.58
jharkhand,2018,3,Others,75687,68483065.68
jharkhand,2018,1,Recharge & bill payments,1095857,132181815.3
jharkhand,2018,1,Peer-to-peer payments,809459,2036315436
jharkhand,2018,1,Financial Services,107755,45483178.1
jharkhand,2018,1,Merchant payments,66299,66465337.51
jharkhand,2018,1,Others,99551,93740623.36
jharkhand,2022,4,Merchant payments,91863987,57173653532
jharkhand,2022,4,Peer-to-peer payments,68045210,2.12954E+11
jharkhand,2022,4,Recharge & bill payments,15110623,7625380765
jharkhand,2022,4,Financial Services,81074,89276259.67
jharkhand,2022,4,Others,199198,129776494.9
jharkhand,2022,2,Merchant payments,67435024,44149892984
jharkhand,2022,2,Peer-to-peer payments,52086790,1.75209E+11
jharkhand,2022,2,Recharge & bill payments,13145888,6119623547
jharkhand,2022,2,Financial Services,50361,53281830.62
jharkhand,2022,2,Others,207212,104530269
jharkhand,2022,3,Merchant payments,74816586,45850919744
jharkhand,2022,3,Peer-to-peer payments,57285937,1.76549E+11
jharkhand,2022,3,Recharge & bill payments,14462031,6838978157
jharkhand,2022,3,Financial Services,68467,69016067.83
jharkhand,2022,3,Others,182311,104503812.7
jharkhand,2022,1,Merchant payments,53218047,35404682303
jharkhand,2022,1,Peer-to-peer payments,45881799,1.53327E+11
jharkhand,2022,1,Recharge & bill payments,11502811,5765898872
jharkhand,2022,1,Financial Services,67502,72095750.38
jharkhand,2022,1,Others,241051,130193505.4
jharkhand,2019,4,Peer-to-peer payments,10301226,25360155657
jharkhand,2019,4,Recharge & bill payments,4390094,966539484.6
jharkhand,2019,4,Merchant payments,3359590,1725990596
jharkhand,2019,4,Financial Services,104630,45850806.13
jharkhand,2019,4,Others,93078,49211833.16
jharkhand,2019,2,Peer-to-peer payments,5155937,17044444614
jharkhand,2019,2,Recharge & bill payments,2734377,562210324.8
jharkhand,2019,2,Merchant payments,2049311,862186711.5
jharkhand,2019,2,Financial Services,67479,51588987.16
jharkhand,2019,2,Others,121107,102270668.2
jharkhand,2019,3,Peer-to-peer payments,5708187,19050145624
jharkhand,2019,3,Merchant payments,4766457,1494546031
jharkhand,2019,3,Recharge & bill payments,3527625,754845093.6
jharkhand,2019,3,Financial Services,103620,80276391.65
jharkhand,2019,3,Others,114758,86160853.19
jharkhand,2019,1,Peer-to-peer payments,5952105,12664709652
jharkhand,2019,1,Recharge & bill payments,2347079,440323945.1
jharkhand,2019,1,Merchant payments,892826,391616776.1
jharkhand,2019,1,Financial Services,105558,47227410.81
jharkhand,2019,1,Others,90140,83358664.95
himachal-pradesh,2020,4,Recharge & bill payments,2638030,936305777.7
himachal-pradesh,2020,4,Peer-to-peer payments,2594659,11426268857
himachal-pradesh,2020,4,Merchant payments,2001259,1589433440
himachal-pradesh,2020,4,Financial Services,11353,15534252.22
himachal-pradesh,2020,4,Others,27027,21510781.37
himachal-pradesh,2020,2,Recharge & bill payments,2558935,802231470.2
himachal-pradesh,2020,2,Peer-to-peer payments,1544488,6738488219
himachal-pradesh,2020,2,Merchant payments,570031,479165630.6
himachal-pradesh,2020,2,Financial Services,7634,7359757.738
himachal-pradesh,2020,2,Others,14642,9659685.393
himachal-pradesh,2020,3,Recharge & bill payments,2416395,834567922.3
himachal-pradesh,2020,3,Peer-to-peer payments,1954492,8806586537
himachal-pradesh,2020,3,Merchant payments,1090445,851539467.3
himachal-pradesh,2020,3,Financial Services,9543,11391079.29
himachal-pradesh,2020,3,Others,19001,11969008.53
himachal-pradesh,2020,1,Recharge & bill payments,1815157,542356757
himachal-pradesh,2020,1,Peer-to-peer payments,1594806,6431826925
himachal-pradesh,2020,1,Merchant payments,711018,427497010.1
himachal-pradesh,2020,1,Financial Services,4711,3172303.69
himachal-pradesh,2020,1,Others,18788,14613755.24
himachal-pradesh,2021,4,Merchant payments,6062931,5228613147
himachal-pradesh,2021,4,Peer-to-peer payments,5323397,19568394325
himachal-pradesh,2021,4,Recharge & bill payments,3211367,1278824362
himachal-pradesh,2021,4,Financial Services,18198,24809740.71
himachal-pradesh,2021,4,Others,50971,35578926.75
himachal-pradesh,2021,2,Peer-to-peer payments,3340531,13035543547
himachal-pradesh,2021,2,Recharge & bill payments,3216602,1045789842
himachal-pradesh,2021,2,Merchant payments,2883209,2378084375
himachal-pradesh,2021,2,Financial Services,14642,16428390.62
himachal-pradesh,2021,2,Others,28918,19788385.41
himachal-pradesh,2021,3,Peer-to-peer payments,4455153,16560383923
himachal-pradesh,2021,3,Merchant payments,4198808,3524434950
himachal-pradesh,2021,3,Recharge & bill payments,3359406,1178802737
himachal-pradesh,2021,3,Financial Services,14497,22805774.6
himachal-pradesh,2021,3,Others,36303,23834687.16
himachal-pradesh,2021,1,Peer-to-peer payments,2845733,11358078844
himachal-pradesh,2021,1,Recharge & bill payments,2547359,948929031.6
himachal-pradesh,2021,1,Merchant payments,2186946,1778219851
himachal-pradesh,2021,1,Financial Services,12561,16554205.5
himachal-pradesh,2021,1,Others,21430,18764977.93
himachal-pradesh,2018,4,Recharge & bill payments,598325,143031082.4
himachal-pradesh,2018,4,Peer-to-peer payments,590518,2367228879
himachal-pradesh,2018,4,Merchant payments,86963,87575811.8
himachal-pradesh,2018,4,Financial Services,11834,2283052.791
himachal-pradesh,2018,4,Others,20243,21180141.66
himachal-pradesh,2018,2,Recharge & bill payments,385642,83714322.41
himachal-pradesh,2018,2,Peer-to-peer payments,243436,1043702964
himachal-pradesh,2018,2,Merchant payments,27851,31961300.88
himachal-pradesh,2018,2,Financial Services,11330,4108919.308
himachal-pradesh,2018,2,Others,19436,19681794.6
himachal-pradesh,2018,3,Recharge & bill payments,457449,108456077.5
himachal-pradesh,2018,3,Peer-to-peer payments,362755,1596570995
himachal-pradesh,2018,3,Merchant payments,40675,31168155.22
himachal-pradesh,2018,3,Financial Services,8182,1552275.054
himachal-pradesh,2018,3,Others,17693,16293930.08
himachal-pradesh,2018,1,Recharge & bill payments,284371,49871175.83
himachal-pradesh,2018,1,Peer-to-peer payments,154572,546222027.5
himachal-pradesh,2018,1,Merchant payments,13241,13851230.83
himachal-pradesh,2018,1,Financial Services,8955,2040522.725
himachal-pradesh,2018,1,Others,20779,16752849.5
himachal-pradesh,2022,4,Merchant payments,15297492,10280295884
himachal-pradesh,2022,4,Peer-to-peer payments,9284824,29629346092
himachal-pradesh,2022,4,Recharge & bill payments,3907023,1810538524
himachal-pradesh,2022,4,Financial Services,24342,31775337.44
