,State,Year,Quarter,District,Transaction_count,Transaction_amount,Transaction_type
9325,Odisha,2020,3,cuttack district,5060890,8273230958,TOTAL
9326,Odisha,2020,4,rayagada district,1437322,3505981077,TOTAL
9327,Odisha,2020,4,koraput district,1326213,3682341020,TOTAL
9328,Odisha,2020,4,malkangiri district,396989,1080034767,TOTAL
9329,Odisha,2020,4,sambalpur district,2041120,3856932279,TOTAL
9330,Odisha,2020,4,kalahandi district,1385646,2970301992,TOTAL
9331,Odisha,2020,4,anugul district,2566879,5376845658,TOTAL
9332,Odisha,2020,4,ganjam district,5759948,13253685788,TOTAL
9333,Odisha,2020,4,jajapur district,4383403,8064953082,TOTAL
9334,Odisha,2020,4,bargarh district,1229675,2760170987,TOTAL
9335,Odisha,2020,4,dhenkanal district,2043208,3880815794,TOTAL
9336,Odisha,2020,4,bhadrak district,2820751,5186943316,TOTAL
9337,Odisha,2020,4,nuapada district,394157,991560206.7,TOTAL
9338,Odisha,2020,4,kendujhar district,2911896,5952433267,TOTAL
9339,Odisha,2020,4,mayurbhanj district,1986570,3615645138,TOTAL
9340,Odisha,2020,4,jharsuguda district,1564404,2963828411,TOTAL
9341,Odisha,2020,4,kandhamal district,771916,1759108070,TOTAL
9342,Odisha,2020,4,deogarh district,253750,570948134.8,TOTAL
9343,Odisha,2020,4,sundargarh district,3330883,6393696706,TOTAL
9344,Odisha,2020,4,jagatsinghapur district,2391216,4334522915,TOTAL
9345,Odisha,2020,4,balangir district,1460921,3399486807,TOTAL
9346,Odisha,2020,4,baleshwar district,3989220,7694990828,TOTAL
9347,Odisha,2020,4,puri district,3709394,6257350469,TOTAL
9348,Odisha,2020,4,sonepur district,538383,1256084563,TOTAL
9349,Odisha,2020,4,khordha district,30354832,54573862958,TOTAL
9350,Odisha,2020,4,boudh district,354223,843923193.7,TOTAL
9351,Odisha,2020,4,gajapati district,659640,1686082695,TOTAL
9352,Odisha,2020,4,nayagarh district,1672589,2988260896,TOTAL
9353,Odisha,2020,4,nabarangpur district,587880,1638158378,TOTAL
9354,Odisha,2020,4,kendrapara district,2352689,4247755012,TOTAL
9355,Odisha,2020,4,cuttack district,7649233,13515958605,TOTAL
9356,Odisha,2021,1,rayagada district,1580304,3857572984,TOTAL
9357,Odisha,2021,1,koraput district,1411047,3878359742,TOTAL
9358,Odisha,2021,1,malkangiri district,417372,1292715033,TOTAL
9359,Odisha,2021,1,sambalpur district,2362934,4327629132,TOTAL
9360,Odisha,2021,1,kalahandi district,1524147,3607832701,TOTAL
9361,Odisha,2021,1,anugul district,2688530,5923776583,TOTAL
9362,Odisha,2021,1,ganjam district,5849764,13763037683,TOTAL
9363,Odisha,2021,1,jajapur district,4602753,8875206797,TOTAL
9364,Odisha,2021,1,bargarh district,1326870,3151903069,TOTAL
9365,Odisha,2021,1,dhenkanal district,2198973,4435108999,TOTAL
9366,Odisha,2021,1,bhadrak district,2838067,5913171363,TOTAL
9367,Odisha,2021,1,nuapada district,434130,1190057735,TOTAL
9368,Odisha,2021,1,kendujhar district,3023651,6672384144,TOTAL
9369,Odisha,2021,1,mayurbhanj district,2086266,4060942530,TOTAL
9370,Odisha,2021,1,jharsuguda district,1727405,3272554634,TOTAL
9371,Odisha,2021,1,kandhamal district,1058055,2241356872,TOTAL
9372,Odisha,2021,1,deogarh district,253699,623754965.6,TOTAL
9373,Odisha,2021,1,sundargarh district,3591361,7002917727,TOTAL
9374,Odisha,2021,1,jagatsinghapur district,2373105,4667403004,TOTAL
9375,Odisha,2021,1,balangir district,1609575,3913234688,TOTAL
9376,Odisha,2021,1,baleshwar district,4262593,8799570177,TOTAL
9377,Odisha,2021,1,puri district,3904605,7057319530,TOTAL
9378,Odisha,2021,1,sonepur district,590256,1586903874,TOTAL
9379,Odisha,2021,1,khordha district,45765876,75722041313,TOTAL
9380,Odisha,2021,1,boudh district,381445,1050296820,TOTAL
9381,Odisha,2021,1,gajapati district,690416,1790861202,TOTAL
9382,Odisha,2021,1,nayagarh district,1668288,3171144817,TOTAL
9383,Odisha,2021,1,nabarangpur district,629994,1939648037,TOTAL
9384,Odisha,2021,1,kendrapara district,2318945,4742223587,TOTAL
9385,Odisha,2021,1,cuttack district,8289932,14866806447,TOTAL
9386,Odisha,2021,2,rayagada district,1923410,4490127256,TOTAL
9387,Odisha,2021,2,koraput district,1819616,4735541771,TOTAL
9388,Odisha,2021,2,malkangiri district,536483,1533587671,TOTAL
9389,Odisha,2021,2,sambalpur district,2608509,4696196507,TOTAL
9390,Odisha,2021,2,kalahandi district,1937182,4092365112,TOTAL
9391,Odisha,2021,2,anugul district,3164512,6629061184,TOTAL
9392,Odisha,2021,2,ganjam district,7627913,16847721822,TOTAL
9393,Odisha,2021,2,jajapur district,5656119,10463482057,TOTAL
9394,Odisha,2021,2,bargarh district,1645651,3738223459,TOTAL
9395,Odisha,2021,2,dhenkanal district,2643521,5071739031,TOTAL
9396,Odisha,2021,2,bhadrak district,3607884,6934665842,TOTAL
9397,Odisha,2021,2,nuapada district,575643,1419954694,TOTAL
9398,Odisha,2021,2,kendujhar district,3840405,8414558964,TOTAL
9399,Odisha,2021,2,mayurbhanj district,2518601,4822603779,TOTAL
9400,Odisha,2021,2,jharsuguda district,1975532,3575096265,TOTAL
9401,Odisha,2021,2,kandhamal district,1337203,2643241576,TOTAL
9402,Odisha,2021,2,deogarh district,312612,710519513.2,TOTAL
9403,Odisha,2021,2,sundargarh district,4098648,7912972843,TOTAL
9404,Odisha,2021,2,jagatsinghapur district,3117688,5877965111,TOTAL
9405,Odisha,2021,2,balangir district,1937619,4234458587,TOTAL
9406,Odisha,2021,2,baleshwar district,5228480,10295354117,TOTAL
9407,Odisha,2021,2,puri district,4549183,8010886850,TOTAL
9408,Odisha,2021,2,sonepur district,716848,1750553184,TOTAL
9409,Odisha,2021,2,khordha district,51729539,85083429988,TOTAL
9410,Odisha,2021,2,boudh district,467496,1140110013,TOTAL
9411,Odisha,2021,2,gajapati district,866454,2207862999,TOTAL
9412,Odisha,2021,2,nayagarh district,2042130,3717016584,TOTAL
9413,Odisha,2021,2,nabarangpur district,808234,2137024330,TOTAL
9414,Odisha,2021,2,kendrapara district,3121087,5922631481,TOTAL
9415,Odisha,2021,2,cuttack district,9410135,16755164888,TOTAL
9416,Odisha,2021,3,rayagada district,2574801,5381125914,TOTAL
9417,Odisha,2021,3,koraput district,2509905,5893005777,TOTAL
9418,Odisha,2021,3,malkangiri district,696476,1834021448,TOTAL
9419,Odisha,2021,3,sambalpur district,3665818,6244596039,TOTAL
9420,Odisha,2021,3,kalahandi district,2578011,4962612595,TOTAL
9421,Odisha,2021,3,anugul district,4298974,8427870408,TOTAL
9422,Odisha,2021,3,ganjam district,9758386,20245873715,TOTAL
9423,Odisha,2021,3,jajapur district,7272580,11904523018,TOTAL
9424,Odisha,2021,3,bargarh district,2216651,4687162071,TOTAL
9425,Odisha,2021,3,dhenkanal district,3328230,5951039799,TOTAL
9426,Odisha,2021,3,bhadrak district,4514522,7770426087,TOTAL
9427,Odisha,2021,3,nuapada district,779264,1789197066,TOTAL
9428,Odisha,2021,3,kendujhar district,4942596,9669648441,TOTAL
9429,Odisha,2021,3,mayurbhanj district,3366763,6058820680,TOTAL
9430,Odisha,2021,3,jharsuguda district,2772640,4581837440,TOTAL
9431,Odisha,2021,3,kandhamal district,1699861,3180693138,TOTAL
9432,Odisha,2021,3,deogarh district,401592,837326467.9,TOTAL
9433,Odisha,2021,3,sundargarh district,5579434,10009710570,TOTAL
9434,Odisha,2021,3,jagatsinghapur district,4055375,6884871775,TOTAL
9435,Odisha,2021,3,balangir district,2632946,5371520094,TOTAL
9436,Odisha,2021,3,baleshwar district,6888676,12434308111,TOTAL
9437,Odisha,2021,3,puri district,6111015,9865814429,TOTAL
9438,Odisha,2021,3,sonepur district,912081,2022927897,TOTAL
9439,Odisha,2021,3,khordha district,71647985,1.08452E+11,TOTAL
9440,Odisha,2021,3,boudh district,619658,1350893048,TOTAL
9441,Odisha,2021,3,gajapati district,1119729,2608533955,TOTAL
9442,Odisha,2021,3,nayagarh district,2508535,4293630577,TOTAL
9443,Odisha,2021,3,nabarangpur district,1101606,2637036417,TOTAL
9444,Odisha,2021,3,kendrapara district,3791932,6502877452,TOTAL
9445,Odisha,2021,3,cuttack district,13016632,21926611696,TOTAL
9446,Odisha,2021,4,rayagada district,3507319,6787852551,TOTAL
9447,Odisha,2021,4,koraput district,3420361,7615206064,TOTAL
9448,Odisha,2021,4,malkangiri district,944763,2362647818,TOTAL
9449,Odisha,2021,4,sambalpur district,5031922,8285793491,TOTAL
9450,Odisha,2021,4,kalahandi district,3402330,6135732201,TOTAL
9451,Odisha,2021,4,anugul district,5595409,10832624237,TOTAL
9452,Odisha,2021,4,ganjam district,12765148,25961006849,TOTAL
9453,Odisha,2021,4,jajapur district,9413690,14846315998,TOTAL
9454,Odisha,2021,4,bargarh district,2928438,5988250004,TOTAL
9455,Odisha,2021,4,dhenkanal district,4358635,7483698924,TOTAL
9456,Odisha,2021,4,bhadrak district,5912920,9896347667,TOTAL
9457,Odisha,2021,4,nuapada district,1029449,2266776078,TOTAL
9458,Odisha,2021,4,kendujhar district,6478836,12263605985,TOTAL
9459,Odisha,2021,4,mayurbhanj district,4438866,8018457152,TOTAL
9460,Odisha,2021,4,jharsuguda district,3680407,6025708132,TOTAL
9461,Odisha,2021,4,kandhamal district,2257911,4066852873,TOTAL
9462,Odisha,2021,4,deogarh district,512496,1062094682,TOTAL
9463,Odisha,2021,4,sundargarh district,7505779,13524168956,TOTAL
9464,Odisha,2021,4,jagatsinghapur district,5234984,8365537189,TOTAL
9465,Odisha,2021,4,balangir district,3606120,7082596489,TOTAL
9466,Odisha,2021,4,baleshwar district,8971332,16112382301,TOTAL
9467,Odisha,2021,4,puri district,8372818,13192898085,TOTAL
9468,Odisha,2021,4,sonepur district,1161962,2482976024,TOTAL
9469,Odisha,2021,4,khordha district,94505879,1.35122E+11,TOTAL
9470,Odisha,2021,4,boudh district,791827,1654377855,TOTAL
9471,Odisha,2021,4,gajapati district,1471303,3082994382,TOTAL
9472,Odisha,2021,4,nayagarh district,3214212,5319824631,TOTAL
9473,Odisha,2021,4,nabarangpur district,1497950,3502205583,TOTAL
9474,Odisha,2021,4,kendrapara district,4821107,7981220766,TOTAL
9475,Odisha,2021,4,cuttack district,17091193,27928768465,TOTAL
9476,Odisha,2022,1,rayagada district,3936852,8060115678,TOTAL
9477,Odisha,2022,1,koraput district,4038613,9298326855,TOTAL
9478,Odisha,2022,1,malkangiri district,1179046,3270655406,TOTAL
9479,Odisha,2022,1,sambalpur district,5761550,9796463368,TOTAL
9480,Odisha,2022,1,kalahandi district,4098786,8069224583,TOTAL
9481,Odisha,2022,1,anugul district,6423393,12666904909,TOTAL
9482,Odisha,2022,1,ganjam district,14289760,29674857683,TOTAL
9483,Odisha,2022,1,jajapur district,10760033,17569845984,TOTAL
9484,Odisha,2022,1,bargarh district,3467880,7430199582,TOTAL
9485,Odisha,2022,1,dhenkanal district,4932962,8922834795,TOTAL
9486,Odisha,2022,1,bhadrak district,7049860,12413725787,TOTAL
9487,Odisha,2022,1,nuapada district,1270136,2867818847,TOTAL
9488,Odisha,2022,1,kendujhar district,7553005,15056691323,TOTAL
9489,Odisha,2022,1,mayurbhanj district,5095313,9650878750,TOTAL
9490,Odisha,2022,1,jharsuguda district,4134502,6844271054,TOTAL
9491,Odisha,2022,1,kandhamal district,2538748,4625177434,TOTAL
9492,Odisha,2022,1,deogarh district,598462,1357264183,TOTAL
9493,Odisha,2022,1,sundargarh district,8621086,15915215286,TOTAL
9494,Odisha,2022,1,jagatsinghapur district,5978387,10028244700,TOTAL
9495,Odisha,2022,1,balangir district,4197830,8648940993,TOTAL
9496,Odisha,2022,1,baleshwar district,10164531,19169857482,TOTAL
9497,Odisha,2022,1,puri district,9268269,15063520180,TOTAL
9498,Odisha,2022,1,sonepur district,1409459,3419311101,TOTAL
9499,Odisha,2022,1,khordha district,104052705,1.52745E+11,TOTAL
9500,Odisha,2022,1,boudh district,951344,2234431099,TOTAL
9501,Odisha,2022,1,gajapati district,1692615,3677406538,TOTAL
9502,Odisha,2022,1,nayagarh district,3648292,6409579565,TOTAL
9503,Odisha,2022,1,nabarangpur district,1875017,4950344796,TOTAL
9504,Odisha,2022,1,kendrapara district,5689131,9906960118,TOTAL
9505,Odisha,2022,1,cuttack district,18955932,31482914774,TOTAL
9506,Odisha,2022,2,rayagada district,4627958,8714955314,TOTAL
9507,Odisha,2022,2,koraput district,4936573,10469450816,TOTAL
9508,Odisha,2022,2,malkangiri district,1387356,3383818108,TOTAL
9509,Odisha,2022,2,sambalpur district,6893113,10992643685,TOTAL
9510,Odisha,2022,2,kalahandi district,4688556,8314694922,TOTAL
9511,Odisha,2022,2,anugul district,7523854,13937160595,TOTAL
9512,Odisha,2022,2,ganjam district,17162973,34095586249,TOTAL
9513,Odisha,2022,2,jajapur district,12788486,20441535608,TOTAL
9514,Odisha,2022,2,bargarh district,4086915,8114146806,TOTAL
9515,Odisha,2022,2,dhenkanal district,5757058,9756517532,TOTAL
9516,Odisha,2022,2,bhadrak district,8276685,14146459102,TOTAL
9517,Odisha,2022,2,nuapada district,1521970,3116138855,TOTAL
9518,Odisha,2022,2,kendujhar district,8741853,16383523040,TOTAL
9519,Odisha,2022,2,mayurbhanj district,6060816,10858866630,TOTAL
9520,Odisha,2022,2,jharsuguda district,4801176,7708561039,TOTAL
9521,Odisha,2022,2,kandhamal district,2888894,5091606151,TOTAL
9522,Odisha,2022,2,deogarh district,690751,1490625194,TOTAL
9523,Odisha,2022,2,sundargarh district,10183902,18077191338,TOTAL
9524,Odisha,2022,2,jagatsinghapur district,7161421,11721528585,TOTAL
9525,Odisha,2022,2,balangir district,4915372,9186213800,TOTAL
9526,Odisha,2022,2,baleshwar district,12044394,22154827661,TOTAL
9527,Odisha,2022,2,puri district,11076675,17846685658,TOTAL
9528,Odisha,2022,2,sonepur district,1649781,3533650027,TOTAL
9529,Odisha,2022,2,khordha district,124986765,1.74299E+11,TOTAL
9530,Odisha,2022,2,boudh district,1082256,2255513700,TOTAL
9531,Odisha,2022,2,gajapati district,2039493,4088833139,TOTAL
9532,Odisha,2022,2,nayagarh district,4075329,6885797711,TOTAL
9533,Odisha,2022,2,nabarangpur district,2228087,5063429958,TOTAL
9534,Odisha,2022,2,kendrapara district,6628224,11344691542,TOTAL
9535,Odisha,2022,2,cuttack district,22544912,36561231371,TOTAL
9536,Odisha,2022,3,rayagada district,4630056,7860841427,TOTAL
9537,Odisha,2022,3,koraput district,5222148,9998538489,TOTAL
9538,Odisha,2022,3,malkangiri district,1473325,3146761920,TOTAL
9539,Odisha,2022,3,sambalpur district,7870435,11478161491,TOTAL
9540,Odisha,2022,3,kalahandi district,5013207,7966634546,TOTAL
9541,Odisha,2022,3,anugul district,8115183,13631294531,TOTAL
9542,Odisha,2022,3,ganjam district,18696976,33504012153,TOTAL
9543,Odisha,2022,3,jajapur district,13031811,18746602447,TOTAL
9544,Odisha,2022,3,bargarh district,5107762,8890053157,TOTAL
9545,Odisha,2022,3,dhenkanal district,6306392,9609384521,TOTAL
9546,Odisha,2022,3,bhadrak district,8725910,13285204298,TOTAL
9547,Odisha,2022,3,nuapada district,1638138,3030878278,TOTAL
9548,Odisha,2022,3,kendujhar district,8971733,14742503569,TOTAL
9549,Odisha,2022,3,mayurbhanj district,6682226,10635989150,TOTAL
9550,Odisha,2022,3,jharsuguda district,5377124,8014356028,TOTAL
9551,Odisha,2022,3,kandhamal district,1814757,3284992415,TOTAL
9552,Odisha,2022,3,deogarh district,793258,1434375904,TOTAL
9553,Odisha,2022,3,sundargarh district,12922754,20430235862,TOTAL
9554,Odisha,2022,3,jagatsinghapur district,7256382,10735372271,TOTAL
9555,Odisha,2022,3,balangir district,5221322,9063831704,TOTAL
9556,Odisha,2022,3,baleshwar district,11721722,19704921265,TOTAL
9557,Odisha,2022,3,puri district,11193823,16592473105,TOTAL
9558,Odisha,2022,3,sonepur district,1778702,3405255943,TOTAL
9559,Odisha,2022,3,khordha district,182514532,2.34714E+11,TOTAL
9560,Odisha,2022,3,boudh district,1191513,2148876149,TOTAL
9561,Odisha,2022,3,gajapati district,3662329,7752031340,TOTAL
9562,Odisha,2022,3,nayagarh district,4495311,6946679941,TOTAL
9563,Odisha,2022,3,nabarangpur district,2357269,4596544681,TOTAL
9564,Odisha,2022,3,kendrapara district,6258047,9787502107,TOTAL
9565,Odisha,2022,3,cuttack district,26643179,39407252993,TOTAL
9566,Odisha,2022,4,rayagada district,5257941,8675747746,TOTAL
9567,Odisha,2022,4,koraput district,6085464,11474927056,TOTAL
9568,Odisha,2022,4,malkangiri district,1806300,3725926907,TOTAL
9569,Odisha,2022,4,sambalpur district,10274024,14842758107,TOTAL
9570,Odisha,2022,4,kalahandi district,5718284,9059291541,TOTAL
9571,Odisha,2022,4,anugul district,12295417,19745058049,TOTAL
9572,Odisha,2022,4,ganjam district,22374745,39538930038,TOTAL
9573,Odisha,2022,4,jajapur district,14867125,21337793695,TOTAL
9574,Odisha,2022,4,bargarh district,5568285,9785407451,TOTAL
9575,Odisha,2022,4,dhenkanal district,6836914,10618843490,TOTAL
9576,Odisha,2022,4,bhadrak district,10065776,15308124670,TOTAL
9577,Odisha,2022,4,nuapada district,1890250,3596704493,TOTAL
9578,Odisha,2022,4,kendujhar district,10410170,17491124061,TOTAL
9579,Odisha,2022,4,mayurbhanj district,8292947,13255523391,TOTAL
9580,Odisha,2022,4,jharsuguda district,5993084,8933820246,TOTAL
9581,Odisha,2022,4,kandhamal district,2010523,3670658325,TOTAL
9582,Odisha,2022,4,deogarh district,798399,1590818534,TOTAL
9583,Odisha,2022,4,sundargarh district,13451927,21877712616,TOTAL
9584,Odisha,2022,4,jagatsinghapur district,8378147,12340755527,TOTAL
9585,Odisha,2022,4,balangir district,6484587,11236556907,TOTAL
9586,Odisha,2022,4,baleshwar district,13396460,22861471772,TOTAL
9587,Odisha,2022,4,puri district,13182742,19540224955,TOTAL
9588,Odisha,2022,4,sonepur district,2183385,3996412194,TOTAL
9589,Odisha,2022,4,khordha district,208260666,2.6848E+11,TOTAL
9590,Odisha,2022,4,boudh district,1271353,2337831974,TOTAL
9591,Odisha,2022,4,gajapati district,3242621,6909085562,TOTAL
9592,Odisha,2022,4,nayagarh district,4834028,7483877287,TOTAL
9593,Odisha,2022,4,nabarangpur district,2969219,5927912765,TOTAL
9594,Odisha,2022,4,kendrapara district,7111443,11163586588,TOTAL
9595,Odisha,2022,4,cuttack district,30402517,45410411960,TOTAL
9596,Puducherry,2018,1,karaikal district,10266,17996501.52,TOTAL
9597,Puducherry,2018,1,puducherry district,86486,136205607.9,TOTAL
9598,Puducherry,2018,1,yanam district,5948,9167584.997,TOTAL
9599,Puducherry,2018,1,mahe district,1512,2456276.911,TOTAL
9600,Puducherry,2018,2,karaikal district,18649,42127264.52,TOTAL
9601,Puducherry,2018,2,puducherry district,102722,224950541.6,TOTAL
9602,Puducherry,2018,2,yanam district,6204,15165659.15,TOTAL
9603,Puducherry,2018,2,mahe district,2686,3557654.225,TOTAL
9604,Puducherry,2018,3,karaikal district,23605,56668700.12,TOTAL
9605,Puducherry,2018,3,puducherry district,147716,334779012.3,TOTAL
9606,Puducherry,2018,3,yanam district,14243,20556914.72,TOTAL
9607,Puducherry,2018,3,mahe district,4707,5653448.4,TOTAL
9608,Puducherry,2018,4,karaikal district,34809,77106295.39,TOTAL
9609,Puducherry,2018,4,puducherry district,253397,511150128.3,TOTAL
9610,Puducherry,2018,4,yanam district,14991,30135590.75,TOTAL
9611,Puducherry,2018,4,mahe district,4767,7299650.996,TOTAL
9612,Puducherry,2019,1,karaikal district,47329,97328630.03,TOTAL
9613,Puducherry,2019,1,puducherry district,422723,753546044.3,TOTAL
9614,Puducherry,2019,1,yanam district,24489,44751664.93,TOTAL
9615,Puducherry,2019,1,mahe district,6551,10846685.02,TOTAL
9616,Puducherry,2019,2,karaikal district,31079,75135164.19,TOTAL
9617,Puducherry,2019,2,puducherry district,519810,1075863296,TOTAL
9618,Puducherry,2019,2,yanam district,23022,49923875.41,TOTAL
9619,Puducherry,2019,2,mahe district,6166,10524574.14,TOTAL
9620,Puducherry,2019,3,karaikal district,45737,101419895.4,TOTAL
9621,Puducherry,2019,3,puducherry district,629431,1279933924,TOTAL
9622,Puducherry,2019,3,yanam district,33240,64060521.01,TOTAL
9623,Puducherry,2019,3,mahe district,8418,15294016.92,TOTAL
9624,Puducherry,2019,4,karaikal district,58510,122162466.3,TOTAL
9625,Puducherry,2019,4,puducherry district,893985,1700000398,TOTAL
9626,Puducherry,2019,4,yanam district,48736,91368451.75,TOTAL
9627,Puducherry,2019,4,mahe district,11424,18497001.46,TOTAL
9628,Puducherry,2020,1,karaikal district,68088,136347281.2,TOTAL
9629,Puducherry,2020,1,puducherry district,1060927,1916832756,TOTAL
9630,Puducherry,2020,1,yanam district,65016,129871509.5,TOTAL
9631,Puducherry,2020,1,mahe district,13890,22225930.01,TOTAL
9632,Puducherry,2020,2,karaikal district,64779,128626212.9,TOTAL
9633,Puducherry,2020,2,puducherry district,868930,1652466844,TOTAL
9634,Puducherry,2020,2,yanam district,78024,142084095.5,TOTAL
9635,Puducherry,2020,2,mahe district,21650,36853827.73,TOTAL
9636,Puducherry,2020,3,karaikal district,85556,201796444,TOTAL
9637,Puducherry,2020,3,puducherry district,1515874,3144232152,TOTAL
9638,Puducherry,2020,3,yanam district,105613,212350487.3,TOTAL
9639,Puducherry,2020,3,mahe district,23859,39701146.45,TOTAL
9640,Puducherry,2020,4,karaikal district,141895,310516002.8,TOTAL
9641,Puducherry,2020,4,puducherry district,2349454,4194543312,TOTAL
9642,Puducherry,2020,4,yanam district,182547,363312762,TOTAL
9643,Puducherry,2020,4,mahe district,42107,62154140.97,TOTAL
9644,Puducherry,2021,1,karaikal district,161642,360807458.8,TOTAL
9645,Puducherry,2021,1,puducherry district,2920236,5086390412,TOTAL
9646,Puducherry,2021,1,yanam district,178609,375222411.6,TOTAL
9647,Puducherry,2021,1,mahe district,48945,76889289.32,TOTAL
9648,Puducherry,2021,2,karaikal district,169944,352528451.7,TOTAL
9649,Puducherry,2021,2,puducherry district,3316123,5610649881,TOTAL
9650,Puducherry,2021,2,yanam district,212893,448908146.5,TOTAL
9651,Puducherry,2021,2,mahe district,52427,86748217.59,TOTAL
9652,Puducherry,2021,3,karaikal district,241468,508474640.4,TOTAL
9653,Puducherry,2021,3,puducherry district,4514763,7530306877,TOTAL
9654,Puducherry,2021,3,yanam district,289263,571731114.9,TOTAL
9655,Puducherry,2021,3,mahe district,76232,119461798.8,TOTAL
9656,Puducherry,2021,4,karaikal district,300601,586375959.8,TOTAL
9657,Puducherry,2021,4,puducherry district,5606990,8973636725,TOTAL
9658,Puducherry,2021,4,yanam district,360182,704806775.4,TOTAL
9659,Puducherry,2021,4,mahe district,101037,158832340.7,TOTAL
9660,Puducherry,2022,1,karaikal district,362403,702448183.2,TOTAL
9661,Puducherry,2022,1,puducherry district,6470067,10377036936,TOTAL
9662,Puducherry,2022,1,yanam district,410527,819248314.3,TOTAL
9663,Puducherry,2022,1,mahe district,116179,184741472.1,TOTAL
9664,Puducherry,2022,2,karaikal district,417480,788877561.3,TOTAL
9665,Puducherry,2022,2,puducherry district,7617058,11822245859,TOTAL
9666,Puducherry,2022,2,yanam district,481753,963312236.3,TOTAL
9667,Puducherry,2022,2,mahe district,127396,204309598.9,TOTAL
9668,Puducherry,2022,3,karaikal district,456795,825576112.2,TOTAL
9669,Puducherry,2022,3,puducherry district,5992740,8962290619,TOTAL
9670,Puducherry,2022,3,yanam district,466305,876565449.6,TOTAL
9671,Puducherry,2022,3,mahe district,126887,189885530.5,TOTAL
9672,Puducherry,2022,4,karaikal district,488147,837406336.5,TOTAL
9673,Puducherry,2022,4,puducherry district,6382870,9121245940,TOTAL
9674,Puducherry,2022,4,yanam district,536311,969860108.3,TOTAL
9675,Puducherry,2022,4,mahe district,148799,213692492.3,TOTAL
9676,Punjab,2018,1,shahid bhagat singh nagar district,20891,31984799.72,TOTAL
9677,Punjab,2018,1,fazilka district,100864,118915901.4,TOTAL
9678,Punjab,2018,1,barnala district,20348,30779491.36,TOTAL
9679,Punjab,2018,1,mansa district,47047,41535817.91,TOTAL
9680,Punjab,2018,1,ludhiana district,427197,563038260.5,TOTAL
9681,Punjab,2018,1,sri muktsar sahib district,44697,54146157.15,TOTAL
9682,Punjab,2018,1,patiala district,131111,216716752.3,TOTAL
9683,Punjab,2018,1,pathankot district,51474,81047251.32,TOTAL
9684,Punjab,2018,1,fatehgarh sahib district,31868,43563884,TOTAL
9685,Punjab,2018,1,rupnagar district,33059,51094982.23,TOTAL
9686,Punjab,2018,1,tarn taran district,23026,43205533.22,TOTAL
9687,Punjab,2018,1,sas nagar district,285119,465850273.6,TOTAL
9688,Punjab,2018,1,sangrur district,89227,118420389.5,TOTAL
9689,Punjab,2018,1,jalandhar district,118981,193577710.7,TOTAL
9690,Punjab,2018,1,bathinda district,96310,151709303.3,TOTAL
9691,Punjab,2018,1,kapurthala district,65770,79325181.77,TOTAL
9692,Punjab,2018,1,firozepur district,43858,68077291.27,TOTAL
9693,Punjab,2018,1,gurdaspur district,33787,57534101.02,TOTAL
9694,Punjab,2018,1,amritsar district,98115,200091373.5,TOTAL
9695,Punjab,2018,1,faridkot district,31684,45932933.79,TOTAL
9696,Punjab,2018,1,hoshiarpur district,43008,64771754.25,TOTAL
9697,Punjab,2018,1,moga district,32992,59439080.89,TOTAL
9698,Punjab,2018,2,shahid bhagat singh nagar district,27601,57097563.75,TOTAL
9699,Punjab,2018,2,fazilka district,132032,203431002.5,TOTAL
9700,Punjab,2018,2,barnala district,27175,55951707.93,TOTAL
9701,Punjab,2018,2,mansa district,61637,73350476.69,TOTAL
9702,Punjab,2018,2,ludhiana district,572930,935892631.9,TOTAL
9703,Punjab,2018,2,sri muktsar sahib district,62150,98991562.11,TOTAL
9704,Punjab,2018,2,patiala district,196259,371254259.4,TOTAL
9705,Punjab,2018,2,pathankot district,78612,158739383.4,TOTAL
9706,Punjab,2018,2,fatehgarh sahib district,45947,73715314.66,TOTAL
9707,Punjab,2018,2,rupnagar district,44278,84494301.93,TOTAL
9708,Punjab,2018,2,tarn taran district,30289,62616087.62,TOTAL
9709,Punjab,2018,2,sas nagar district,387752,730035483,TOTAL
9710,Punjab,2018,2,sangrur district,125761,193602226.8,TOTAL
9711,Punjab,2018,2,jalandhar district,158547,333928450.3,TOTAL
9712,Punjab,2018,2,bathinda district,146307,267391852.1,TOTAL
9713,Punjab,2018,2,kapurthala district,80199,143776925.5,TOTAL
9714,Punjab,2018,2,firozepur district,61163,112984834.3,TOTAL
9715,Punjab,2018,2,gurdaspur district,51270,96002110.3,TOTAL
9716,Punjab,2018,2,amritsar district,147287,334246873.8,TOTAL
9717,Punjab,2018,2,faridkot district,39283,82684843.48,TOTAL
9718,Punjab,2018,2,hoshiarpur district,61527,115287400.5,TOTAL
9719,Punjab,2018,2,moga district,43157,99196919.97,TOTAL
9720,Punjab,2018,3,shahid bhagat singh nagar district,50360,75243771.62,TOTAL
9721,Punjab,2018,3,fazilka district,157892,270023103.3,TOTAL
9722,Punjab,2018,3,barnala district,30636,73261685.89,TOTAL
9723,Punjab,2018,3,mansa district,66110,109278595.4,TOTAL
9724,Punjab,2018,3,ludhiana district,778963,1456417150,TOTAL
9725,Punjab,2018,3,sri muktsar sahib district,68801,136393053.7,TOTAL
9726,Punjab,2018,3,patiala district,250988,563579570.3,TOTAL
9727,Punjab,2018,3,pathankot district,108152,279349329.1,TOTAL
9728,Punjab,2018,3,fatehgarh sahib district,54979,106015403,TOTAL
