,State,Year,Quarter,District,Transaction_count,Transaction_amount,Transaction_type
11162,Tamil Nadu,2020,1,tiruvannamalai district,701438,1285320071,TOTAL
11163,Tamil Nadu,2020,1,salem district,1816883,3938965855,TOTAL
11164,Tamil Nadu,2020,1,nagapattinam district,286488,547649427.2,TOTAL
11165,Tamil Nadu,2020,1,tirupathur district,497274,918744039.4,TOTAL
11166,Tamil Nadu,2020,1,ariyalur district,165086,313673706.2,TOTAL
11167,Tamil Nadu,2020,1,chennai district,21747309,40923609646,TOTAL
11168,Tamil Nadu,2020,1,the nilgiris district,286999,541866233.1,TOTAL
11169,Tamil Nadu,2020,1,erode district,1099499,2216542210,TOTAL
11170,Tamil Nadu,2020,1,karur district,295868,575547948.2,TOTAL
11171,Tamil Nadu,2020,1,kallakkurichi district,389050,749829658.2,TOTAL
11172,Tamil Nadu,2020,1,viluppuram district,597802,1047289608,TOTAL
11173,Tamil Nadu,2020,1,pudukkottai district,311955,586368876.6,TOTAL
11174,Tamil Nadu,2020,1,perambalur district,145161,268745282.7,TOTAL
11175,Tamil Nadu,2020,1,coimbatore district,6238270,11125605562,TOTAL
11176,Tamil Nadu,2020,1,virudhunagar district,479760,905206376.6,TOTAL
11177,Tamil Nadu,2020,1,dindigul district,709993,1404557847,TOTAL
11178,Tamil Nadu,2020,1,sivaganga district,325464,668117971.1,TOTAL
11179,Tamil Nadu,2020,1,tenkasi district,243203,464791849.4,TOTAL
11180,Tamil Nadu,2020,1,chengalpattu district,8891884,10378205349,TOTAL
11181,Tamil Nadu,2020,1,kanniyakumari district,496514,897557961.8,TOTAL
11182,Tamil Nadu,2020,1,tirunelveli district,456558,862756791.4,TOTAL
11183,Tamil Nadu,2020,1,thiruvallur district,5190597,8255497495,TOTAL
11184,Tamil Nadu,2020,1,theni district,317448,663250209,TOTAL
11185,Tamil Nadu,2020,1,ranipet district,510180,954319079.7,TOTAL
11186,Tamil Nadu,2020,1,namakkal district,608364,1275350220,TOTAL
11187,Tamil Nadu,2020,1,vellore district,1236004,1793602013,TOTAL
11188,Tamil Nadu,2020,1,thiruvarur district,212930,408094487,TOTAL
11189,Tamil Nadu,2020,2,tiruchirappalli district,1239752,2259353198,TOTAL
11190,Tamil Nadu,2020,2,ramanathapuram district,403786,661632822.2,TOTAL
11191,Tamil Nadu,2020,2,krishnagiri district,1815882,2926042853,TOTAL
11192,Tamil Nadu,2020,2,cuddalore district,929530,1458835726,TOTAL
11193,Tamil Nadu,2020,2,kancheepuram district,2203060,3393883768,TOTAL
11194,Tamil Nadu,2020,2,tiruppur district,1672101,2911511484,TOTAL
11195,Tamil Nadu,2020,2,dharmapuri district,971777,1539558696,TOTAL
11196,Tamil Nadu,2020,2,thoothukkudi district,585510,938884780.1,TOTAL
11197,Tamil Nadu,2020,2,thanjavur district,783386,1304374742,TOTAL
11198,Tamil Nadu,2020,2,madurai district,1479517,2674909378,TOTAL
11199,Tamil Nadu,2020,2,tiruvannamalai district,1016764,1564647529,TOTAL
11200,Tamil Nadu,2020,2,salem district,1996687,3860454262,TOTAL
11201,Tamil Nadu,2020,2,nagapattinam district,390613,608201139.5,TOTAL
11202,Tamil Nadu,2020,2,tirupathur district,631124,960294057.6,TOTAL
11203,Tamil Nadu,2020,2,ariyalur district,263779,410063988.6,TOTAL
11204,Tamil Nadu,2020,2,chennai district,12611208,29147317645,TOTAL
11205,Tamil Nadu,2020,2,the nilgiris district,355454,581703442,TOTAL
11206,Tamil Nadu,2020,2,erode district,1139240,2119973187,TOTAL
11207,Tamil Nadu,2020,2,karur district,382119,633428414,TOTAL
11208,Tamil Nadu,2020,2,kallakkurichi district,607847,980428588.7,TOTAL
11209,Tamil Nadu,2020,2,viluppuram district,766917,1162943132,TOTAL
11210,Tamil Nadu,2020,2,pudukkottai district,459794,750888437.3,TOTAL
11211,Tamil Nadu,2020,2,perambalur district,198639,329964998.8,TOTAL
11212,Tamil Nadu,2020,2,coimbatore district,4598586,9331489603,TOTAL
11213,Tamil Nadu,2020,2,virudhunagar district,638466,1035203731,TOTAL
11214,Tamil Nadu,2020,2,dindigul district,875201,1467678449,TOTAL
11215,Tamil Nadu,2020,2,sivaganga district,466843,832938854.4,TOTAL
11216,Tamil Nadu,2020,2,tenkasi district,393743,607997551,TOTAL
11217,Tamil Nadu,2020,2,chengalpattu district,3911793,5672393785,TOTAL
11218,Tamil Nadu,2020,2,kanniyakumari district,642785,1002764983,TOTAL
11219,Tamil Nadu,2020,2,tirunelveli district,595006,981716780.6,TOTAL
11220,Tamil Nadu,2020,2,thiruvallur district,3872452,6511946064,TOTAL
11221,Tamil Nadu,2020,2,theni district,456942,841976234.2,TOTAL
11222,Tamil Nadu,2020,2,ranipet district,609090,998988164.1,TOTAL
11223,Tamil Nadu,2020,2,namakkal district,686147,1323772061,TOTAL
11224,Tamil Nadu,2020,2,vellore district,907130,1535487878,TOTAL
11225,Tamil Nadu,2020,2,thiruvarur district,311440,502858490.9,TOTAL
11226,Tamil Nadu,2020,3,tiruchirappalli district,1609739,3502678623,TOTAL
11227,Tamil Nadu,2020,3,ramanathapuram district,450267,948111943.4,TOTAL
11228,Tamil Nadu,2020,3,krishnagiri district,2701216,4989224721,TOTAL
11229,Tamil Nadu,2020,3,cuddalore district,1103451,2101118232,TOTAL
11230,Tamil Nadu,2020,3,kancheepuram district,3333347,5572087481,TOTAL
11231,Tamil Nadu,2020,3,tiruppur district,2654998,5542739051,TOTAL
11232,Tamil Nadu,2020,3,dharmapuri district,1221794,2483972861,TOTAL
11233,Tamil Nadu,2020,3,thoothukkudi district,720309,1430208949,TOTAL
11234,Tamil Nadu,2020,3,thanjavur district,932026,1944980673,TOTAL
11235,Tamil Nadu,2020,3,madurai district,2157858,4867134340,TOTAL
11236,Tamil Nadu,2020,3,tiruvannamalai district,1117986,2109539882,TOTAL
11237,Tamil Nadu,2020,3,salem district,3016579,6990924402,TOTAL
11238,Tamil Nadu,2020,3,nagapattinam district,442833,905174369.9,TOTAL
11239,Tamil Nadu,2020,3,tirupathur district,767383,1468351781,TOTAL
11240,Tamil Nadu,2020,3,ariyalur district,290012,560977093.8,TOTAL
11241,Tamil Nadu,2020,3,chennai district,17354210,39868873382,TOTAL
11242,Tamil Nadu,2020,3,the nilgiris district,426914,842011481.4,TOTAL
11243,Tamil Nadu,2020,3,erode district,1662818,3580607369,TOTAL
11244,Tamil Nadu,2020,3,karur district,476013,959688140.4,TOTAL
11245,Tamil Nadu,2020,3,kallakkurichi district,709498,1411184195,TOTAL
11246,Tamil Nadu,2020,3,viluppuram district,890428,1650714870,TOTAL
11247,Tamil Nadu,2020,3,pudukkottai district,511066,1002875480,TOTAL
11248,Tamil Nadu,2020,3,perambalur district,248365,486856551.6,TOTAL
11249,Tamil Nadu,2020,3,coimbatore district,6742559,13861133095,TOTAL
11250,Tamil Nadu,2020,3,virudhunagar district,755042,1537205705,TOTAL
11251,Tamil Nadu,2020,3,dindigul district,1046352,2133131072,TOTAL
11252,Tamil Nadu,2020,3,sivaganga district,560050,1214796695,TOTAL
11253,Tamil Nadu,2020,3,tenkasi district,437580,877523651.9,TOTAL
11254,Tamil Nadu,2020,3,chengalpattu district,5205491,7909757202,TOTAL
11255,Tamil Nadu,2020,3,kanniyakumari district,807770,1584289203,TOTAL
11256,Tamil Nadu,2020,3,tirunelveli district,735138,1502249273,TOTAL
11257,Tamil Nadu,2020,3,thiruvallur district,5496010,10295422113,TOTAL
11258,Tamil Nadu,2020,3,theni district,536068,1206090413,TOTAL
11259,Tamil Nadu,2020,3,ranipet district,758850,1435344029,TOTAL
11260,Tamil Nadu,2020,3,namakkal district,878266,1988968362,TOTAL
11261,Tamil Nadu,2020,3,vellore district,1172385,2371471268,TOTAL
11262,Tamil Nadu,2020,3,thiruvarur district,347154,703997543.9,TOTAL
11263,Tamil Nadu,2020,4,tiruchirappalli district,2464746,5291331688,TOTAL
11264,Tamil Nadu,2020,4,ramanathapuram district,622498,1360009136,TOTAL
11265,Tamil Nadu,2020,4,krishnagiri district,5011992,9044884706,TOTAL
11266,Tamil Nadu,2020,4,cuddalore district,1633984,3084770468,TOTAL
11267,Tamil Nadu,2020,4,kancheepuram district,6509711,9795433898,TOTAL
11268,Tamil Nadu,2020,4,tiruppur district,4364806,8662796447,TOTAL
11269,Tamil Nadu,2020,4,dharmapuri district,1902446,4029773950,TOTAL
11270,Tamil Nadu,2020,4,thoothukkudi district,1025293,2096065759,TOTAL
11271,Tamil Nadu,2020,4,thanjavur district,1385065,2813748478,TOTAL
11272,Tamil Nadu,2020,4,madurai district,3222620,7010358411,TOTAL
11273,Tamil Nadu,2020,4,tiruvannamalai district,1662872,3151358781,TOTAL
11274,Tamil Nadu,2020,4,salem district,4407759,9865912488,TOTAL
11275,Tamil Nadu,2020,4,nagapattinam district,664899,1298601390,TOTAL
11276,Tamil Nadu,2020,4,tirupathur district,1301514,2436174292,TOTAL
11277,Tamil Nadu,2020,4,ariyalur district,387497,743274399.6,TOTAL
11278,Tamil Nadu,2020,4,chennai district,24172148,46230345977,TOTAL
11279,Tamil Nadu,2020,4,the nilgiris district,715903,1389804925,TOTAL
11280,Tamil Nadu,2020,4,erode district,2534766,5126731992,TOTAL
11281,Tamil Nadu,2020,4,karur district,721954,1457183761,TOTAL
11282,Tamil Nadu,2020,4,kallakkurichi district,959178,1942813253,TOTAL
11283,Tamil Nadu,2020,4,viluppuram district,1372880,2475210959,TOTAL
11284,Tamil Nadu,2020,4,pudukkottai district,724855,1483819411,TOTAL
11285,Tamil Nadu,2020,4,perambalur district,365657,715175756.9,TOTAL
11286,Tamil Nadu,2020,4,coimbatore district,10473572,18723397961,TOTAL
11287,Tamil Nadu,2020,4,virudhunagar district,1102516,2383190479,TOTAL
11288,Tamil Nadu,2020,4,dindigul district,1631369,3318607660,TOTAL
11289,Tamil Nadu,2020,4,sivaganga district,797194,1721864989,TOTAL
11290,Tamil Nadu,2020,4,tenkasi district,609674,1274667230,TOTAL
11291,Tamil Nadu,2020,4,chengalpattu district,10168033,13669246948,TOTAL
11292,Tamil Nadu,2020,4,kanniyakumari district,1166505,2382779400,TOTAL
11293,Tamil Nadu,2020,4,tirunelveli district,1111193,2260434387,TOTAL
11294,Tamil Nadu,2020,4,thiruvallur district,10184454,17303936393,TOTAL
11295,Tamil Nadu,2020,4,theni district,804224,1801741592,TOTAL
11296,Tamil Nadu,2020,4,ranipet district,1248949,2325606204,TOTAL
11297,Tamil Nadu,2020,4,namakkal district,1351038,3027640523,TOTAL
11298,Tamil Nadu,2020,4,vellore district,1923419,3810475313,TOTAL
11299,Tamil Nadu,2020,4,thiruvarur district,472518,964028095.6,TOTAL
11300,Tamil Nadu,2021,1,tiruchirappalli district,2534430,5757901188,TOTAL
11301,Tamil Nadu,2021,1,ramanathapuram district,631789,1554931693,TOTAL
11302,Tamil Nadu,2021,1,krishnagiri district,5202492,9440763059,TOTAL
11303,Tamil Nadu,2021,1,cuddalore district,1707504,3517107576,TOTAL
11304,Tamil Nadu,2021,1,kancheepuram district,7239244,10815729803,TOTAL
11305,Tamil Nadu,2021,1,tiruppur district,4975985,9855808601,TOTAL
11306,Tamil Nadu,2021,1,dharmapuri district,1935044,4467489202,TOTAL
11307,Tamil Nadu,2021,1,thoothukkudi district,1024223,2295990424,TOTAL
11308,Tamil Nadu,2021,1,thanjavur district,1422654,3220591282,TOTAL
11309,Tamil Nadu,2021,1,madurai district,3516926,7776155489,TOTAL
11310,Tamil Nadu,2021,1,tiruvannamalai district,1645538,3445029710,TOTAL
11311,Tamil Nadu,2021,1,salem district,5675889,12397067358,TOTAL
11312,Tamil Nadu,2021,1,nagapattinam district,689365,1537599765,TOTAL
11313,Tamil Nadu,2021,1,tirupathur district,1373386,2765064695,TOTAL
11314,Tamil Nadu,2021,1,ariyalur district,381503,827174237.8,TOTAL
11315,Tamil Nadu,2021,1,chennai district,39623781,67401706553,TOTAL
11316,Tamil Nadu,2021,1,the nilgiris district,765592,1525536741,TOTAL
11317,Tamil Nadu,2021,1,erode district,3015359,6105816825,TOTAL
11318,Tamil Nadu,2021,1,karur district,743870,1632503232,TOTAL
11319,Tamil Nadu,2021,1,kallakkurichi district,992263,2227491860,TOTAL
11320,Tamil Nadu,2021,1,viluppuram district,1447099,2796485187,TOTAL
11321,Tamil Nadu,2021,1,pudukkottai district,717862,1670160007,TOTAL
11322,Tamil Nadu,2021,1,perambalur district,362847,795881350.4,TOTAL
11323,Tamil Nadu,2021,1,coimbatore district,13630124,22657497372,TOTAL
11324,Tamil Nadu,2021,1,virudhunagar district,1109562,2480352480,TOTAL
11325,Tamil Nadu,2021,1,dindigul district,1675353,3733288913,TOTAL
11326,Tamil Nadu,2021,1,sivaganga district,803444,1871616574,TOTAL
11327,Tamil Nadu,2021,1,tenkasi district,586227,1368272016,TOTAL
11328,Tamil Nadu,2021,1,chengalpattu district,11689531,15537387200,TOTAL
11329,Tamil Nadu,2021,1,kanniyakumari district,1190574,2593569111,TOTAL
11330,Tamil Nadu,2021,1,tirunelveli district,1143931,2464834832,TOTAL
11331,Tamil Nadu,2021,1,thiruvallur district,11085004,18895161862,TOTAL
11332,Tamil Nadu,2021,1,theni district,831827,1963096379,TOTAL
11333,Tamil Nadu,2021,1,ranipet district,1250636,2494409737,TOTAL
11334,Tamil Nadu,2021,1,namakkal district,1391436,3321591124,TOTAL
11335,Tamil Nadu,2021,1,vellore district,2072042,4306538177,TOTAL
11336,Tamil Nadu,2021,1,thiruvarur district,472338,1150542258,TOTAL
11337,Tamil Nadu,2021,2,tiruchirappalli district,2802791,5989876680,TOTAL
11338,Tamil Nadu,2021,2,ramanathapuram district,798185,1781472319,TOTAL
11339,Tamil Nadu,2021,2,krishnagiri district,5709389,10202810394,TOTAL
11340,Tamil Nadu,2021,2,cuddalore district,2104002,3951860483,TOTAL
11341,Tamil Nadu,2021,2,kancheepuram district,6712965,10372666957,TOTAL
11342,Tamil Nadu,2021,2,tiruppur district,5150795,9379303653,TOTAL
11343,Tamil Nadu,2021,2,dharmapuri district,2359010,4862765621,TOTAL
11344,Tamil Nadu,2021,2,thoothukkudi district,1235343,2578339769,TOTAL
11345,Tamil Nadu,2021,2,thanjavur district,1640555,3416074244,TOTAL
11346,Tamil Nadu,2021,2,madurai district,3953976,8300059490,TOTAL
11347,Tamil Nadu,2021,2,tiruvannamalai district,1985072,3856475912,TOTAL
11348,Tamil Nadu,2021,2,salem district,6557056,13210082951,TOTAL
11349,Tamil Nadu,2021,2,nagapattinam district,791395,1603740776,TOTAL
11350,Tamil Nadu,2021,2,tirupathur district,1664696,3096439056,TOTAL
11351,Tamil Nadu,2021,2,ariyalur district,497484,968590644.7,TOTAL
11352,Tamil Nadu,2021,2,chennai district,43737916,74499227804,TOTAL
11353,Tamil Nadu,2021,2,the nilgiris district,810947,1566496076,TOTAL
11354,Tamil Nadu,2021,2,erode district,3273510,6223483781,TOTAL
11355,Tamil Nadu,2021,2,karur district,878890,1756585805,TOTAL
11356,Tamil Nadu,2021,2,kallakkurichi district,1265522,2528572642,TOTAL
11357,Tamil Nadu,2021,2,viluppuram district,1691100,3055469304,TOTAL
11358,Tamil Nadu,2021,2,pudukkottai district,887414,1878724769,TOTAL
11359,Tamil Nadu,2021,2,perambalur district,435091,918814447.4,TOTAL
11360,Tamil Nadu,2021,2,coimbatore district,13478464,22760967334,TOTAL
11361,Tamil Nadu,2021,2,virudhunagar district,1328980,2829209746,TOTAL
11362,Tamil Nadu,2021,2,dindigul district,1926229,4084399404,TOTAL
11363,Tamil Nadu,2021,2,sivaganga district,991039,2138901771,TOTAL
11364,Tamil Nadu,2021,2,tenkasi district,747381,1613264781,TOTAL
11365,Tamil Nadu,2021,2,chengalpattu district,10075805,14457269251,TOTAL
11366,Tamil Nadu,2021,2,kanniyakumari district,1398479,3021399532,TOTAL
11367,Tamil Nadu,2021,2,tirunelveli district,1372707,2810892734,TOTAL
11368,Tamil Nadu,2021,2,thiruvallur district,10992425,19318347570,TOTAL
11369,Tamil Nadu,2021,2,theni district,1006998,2256366700,TOTAL
11370,Tamil Nadu,2021,2,ranipet district,1430560,2810335100,TOTAL
11371,Tamil Nadu,2021,2,namakkal district,1575727,3596658592,TOTAL
11372,Tamil Nadu,2021,2,vellore district,2319925,4575493117,TOTAL
11373,Tamil Nadu,2021,2,thiruvarur district,570619,1215901817,TOTAL
11374,Tamil Nadu,2021,3,tiruchirappalli district,3736365,8136231980,TOTAL
11375,Tamil Nadu,2021,3,ramanathapuram district,1028742,2349967988,TOTAL
11376,Tamil Nadu,2021,3,krishnagiri district,8122339,14578072273,TOTAL
11377,Tamil Nadu,2021,3,cuddalore district,2771525,5246388698,TOTAL
11378,Tamil Nadu,2021,3,kancheepuram district,9646258,14550143057,TOTAL
11379,Tamil Nadu,2021,3,tiruppur district,8398025,15282996500,TOTAL
11380,Tamil Nadu,2021,3,dharmapuri district,3165112,6750977106,TOTAL
11381,Tamil Nadu,2021,3,thoothukkudi district,1648598,3549683755,TOTAL
11382,Tamil Nadu,2021,3,thanjavur district,2123436,4642138035,TOTAL
11383,Tamil Nadu,2021,3,madurai district,5142737,11208939184,TOTAL
11384,Tamil Nadu,2021,3,tiruvannamalai district,2496046,5012701131,TOTAL
11385,Tamil Nadu,2021,3,salem district,8972048,18517560410,TOTAL
11386,Tamil Nadu,2021,3,nagapattinam district,1080569,2291158512,TOTAL
11387,Tamil Nadu,2021,3,tirupathur district,2250740,4279948252,TOTAL
11388,Tamil Nadu,2021,3,ariyalur district,658430,1302833298,TOTAL
11389,Tamil Nadu,2021,3,chennai district,60971210,1.00464E+11,TOTAL
11390,Tamil Nadu,2021,3,the nilgiris district,1147621,2226960234,TOTAL
11391,Tamil Nadu,2021,3,erode district,4668549,9015063257,TOTAL
11392,Tamil Nadu,2021,3,karur district,1215220,2538560234,TOTAL
11393,Tamil Nadu,2021,3,kallakkurichi district,1635742,3336289611,TOTAL
11394,Tamil Nadu,2021,3,viluppuram district,2157103,3952931604,TOTAL
11395,Tamil Nadu,2021,3,pudukkottai district,1151943,2522917992,TOTAL
11396,Tamil Nadu,2021,3,perambalur district,569636,1164081951,TOTAL
11397,Tamil Nadu,2021,3,coimbatore district,20245762,33773953434,TOTAL
11398,Tamil Nadu,2021,3,virudhunagar district,1750490,3906229438,TOTAL
11399,Tamil Nadu,2021,3,dindigul district,2698900,5791216156,TOTAL
11400,Tamil Nadu,2021,3,sivaganga district,1290549,2864305904,TOTAL
11401,Tamil Nadu,2021,3,tenkasi district,974832,2236394720,TOTAL
11402,Tamil Nadu,2021,3,chengalpattu district,14140388,19685011909,TOTAL
11403,Tamil Nadu,2021,3,kanniyakumari district,1877533,4143575247,TOTAL
11404,Tamil Nadu,2021,3,tirunelveli district,1846166,3848343516,TOTAL
11405,Tamil Nadu,2021,3,thiruvallur district,15395149,26049988525,TOTAL
11406,Tamil Nadu,2021,3,theni district,1367368,3070541723,TOTAL
11407,Tamil Nadu,2021,3,ranipet district,1899157,3748580002,TOTAL
11408,Tamil Nadu,2021,3,namakkal district,2234405,5151268721,TOTAL
11409,Tamil Nadu,2021,3,vellore district,3162215,6375710716,TOTAL
11410,Tamil Nadu,2021,3,thiruvarur district,716496,1641658306,TOTAL
11411,Tamil Nadu,2021,4,tiruchirappalli district,4814042,10030942199,TOTAL
11412,Tamil Nadu,2021,4,ramanathapuram district,1246669,2780827994,TOTAL
11413,Tamil Nadu,2021,4,krishnagiri district,10363352,18220873237,TOTAL
11414,Tamil Nadu,2021,4,cuddalore district,3416287,6301578485,TOTAL
11415,Tamil Nadu,2021,4,kancheepuram district,11777894,17286201190,TOTAL
11416,Tamil Nadu,2021,4,tiruppur district,11167439,18701118258,TOTAL
11417,Tamil Nadu,2021,4,dharmapuri district,4084248,8521324061,TOTAL
11418,Tamil Nadu,2021,4,thoothukkudi district,2046353,4257749142,TOTAL
11419,Tamil Nadu,2021,4,thanjavur district,2623667,5525021230,TOTAL
11420,Tamil Nadu,2021,4,madurai district,6309318,13464800515,TOTAL
11421,Tamil Nadu,2021,4,tiruvannamalai district,3112963,6154998056,TOTAL
11422,Tamil Nadu,2021,4,salem district,11783515,22754882845,TOTAL
11423,Tamil Nadu,2021,4,nagapattinam district,1340753,2671430043,TOTAL
11424,Tamil Nadu,2021,4,tirupathur district,2872662,5331962361,TOTAL
11425,Tamil Nadu,2021,4,ariyalur district,807477,1566152800,TOTAL
11426,Tamil Nadu,2021,4,chennai district,76229690,1.18203E+11,TOTAL
11427,Tamil Nadu,2021,4,the nilgiris district,1558845,2857114043,TOTAL
11428,Tamil Nadu,2021,4,erode district,6109637,11279232351,TOTAL
11429,Tamil Nadu,2021,4,karur district,1566335,3172350948,TOTAL
11430,Tamil Nadu,2021,4,kallakkurichi district,2028745,4010952255,TOTAL
11431,Tamil Nadu,2021,4,viluppuram district,2599072,4570490420,TOTAL
11432,Tamil Nadu,2021,4,pudukkottai district,1443125,3057748359,TOTAL
11433,Tamil Nadu,2021,4,perambalur district,725923,1433931162,TOTAL
11434,Tamil Nadu,2021,4,coimbatore district,27081380,43635817078,TOTAL
11435,Tamil Nadu,2021,4,virudhunagar district,2263404,5079440716,TOTAL
11436,Tamil Nadu,2021,4,dindigul district,3475465,7239639953,TOTAL
11437,Tamil Nadu,2021,4,sivaganga district,1587767,3433446161,TOTAL
11438,Tamil Nadu,2021,4,tenkasi district,1188367,2702877028,TOTAL
11439,Tamil Nadu,2021,4,chengalpattu district,17730987,23840432091,TOTAL
11440,Tamil Nadu,2021,4,kanniyakumari district,2366555,5119949451,TOTAL
11441,Tamil Nadu,2021,4,tirunelveli district,2274498,4618519539,TOTAL
11442,Tamil Nadu,2021,4,thiruvallur district,19146359,31072880036,TOTAL
11443,Tamil Nadu,2021,4,theni district,1763910,3864287526,TOTAL
11444,Tamil Nadu,2021,4,ranipet district,2380328,4599239985,TOTAL
11445,Tamil Nadu,2021,4,namakkal district,2959616,6469090318,TOTAL
11446,Tamil Nadu,2021,4,vellore district,4017284,7912499852,TOTAL
11447,Tamil Nadu,2021,4,thiruvarur district,892045,1980984596,TOTAL
11448,Tamil Nadu,2022,1,tiruchirappalli district,5422369,11360010997,TOTAL
